player_name,age,market_value_m,position_tm,tm_league,league
Jordan Teze,26,12.0,Right-Back,Ligue 1,
Denis Zakaria,29,25.0,Defensive Midfield,Ligue 1,
Aladji Bamba,19,3.5,Defensive Midfield,Ligue 1,
Lamine Camara,22,30.0,Central Midfield,Ligue 1,
Mamadou Coulibaly,21,8.0,Central Midfield,Ligue 1,
Paul Pogba,33,5.0,Central Midfield,Ligue 1,
Krépin Diatta,27,6.0,Right Midfield,Ligue 1,
Aleksandr Golovin,29,18.0,Attacking Midfield,Ligue 1,
Stanis Idumbo,20,5.0,Attacking Midfield,Ligue 1,
Simon Adingra,24,22.0,Left Winger,Ligue 1,
Takumi Minamino,31,12.0,Left Winger,Ligue 1,
Ansu Fati,23,10.0,Left Winger,Ligue 1,
Maghnes Akliouche,24,45.0,Right Winger,Ligue 1,
Folarin Balogun,24,22.0,Centre-Forward,Ligue 1,
Mika Biereth,23,22.0,Centre-Forward,Ligue 1,
Paris Brunner,20,1.5,Centre-Forward,Ligue 1,
Mike Penders,20,15.0,Goalkeeper,Ligue 1,
Stefan Bajic,24,0.5,Goalkeeper,Ligue 1,
Karl-Johan Johnsson,36,0.25,Goalkeeper,Ligue 1,
Ismaël Doukouré,22,18.0,Centre-Back,Ligue 1,
Aarón Anselmino,20,12.0,Centre-Back,Ligue 1,
Lucas Høgsberg,19,12.0,Centre-Back,Ligue 1,
Andrew Omobamidele,23,7.0,Centre-Back,Ligue 1,
Ben Chilwell,29,12.0,Left-Back,Ligue 1,
Guéla Doué,23,18.0,Right-Back,Ligue 1,
Junior Mwanga,22,7.0,Defensive Midfield,Ligue 1,
Maxi Oyedele,21,4.0,Defensive Midfield,Ligue 1,
Rafael Luís,21,4.0,Defensive Midfield,Ligue 1,
Valentín Barco,21,25.0,Central Midfield,Ligue 1,
Mathis Amougou,20,10.0,Central Midfield,Ligue 1,
Samir El Mourabet,20,8.0,Central Midfield,Ligue 1,
Diego Moreira,21,18.0,Left Midfield,Ligue 1,
Sebastian Nanasi,23,15.0,Left Midfield,Ligue 1,
Julio Enciso,22,20.0,Attacking Midfield,Ligue 1,
Martial Godo,23,7.0,Left Winger,Ligue 1,
Abdoul Ouattara,20,9.0,Right Winger,Ligue 1,
Samuel Amo-Ameyaw,19,8.0,Right Winger,Ligue 1,
Gessime Yassine,20,6.0,Right Winger,Ligue 1,
Emmanuel Emegha,23,28.0,Centre-Forward,Ligue 1,
Joaquín Panichelli,23,25.0,Centre-Forward,Ligue 1,
David Datro Fofana,23,5.0,Centre-Forward,Ligue 1,
Berke Özer,25,10.0,Goalkeeper,Ligue 1,
Arnaud Bodart,28,2.0,Goalkeeper,Ligue 1,
Marc-Aurèle Caillard,31,0.1,Goalkeeper,Ligue 1,
Alexsandro,26,20.0,Centre-Back,Ligue 1,
Nathan Ngoy,22,10.0,Centre-Back,Ligue 1,
Chancel Mbemba,31,2.5,Centre-Back,Ligue 1,
Aïssa Mandi,34,1.0,Centre-Back,Ligue 1,
Rafael Fernandes,23,0.6,Centre-Back,Ligue 1,
Ousmane Touré,21,0.5,Centre-Back,Ligue 1,
Romain Perraud,28,7.0,Left-Back,Ligue 1,
Calvin Verdonk,28,3.0,Left-Back,Ligue 1,
Tiago Santos,23,12.0,Right-Back,Ligue 1,
Thomas Meunier,34,1.8,Right-Back,Ligue 1,
Ngal'ayel Mukau,21,12.0,Defensive Midfield,Ligue 1,
Nabil Bentaleb,31,5.0,Defensive Midfield,Ligue 1,
Benjamin André,35,4.0,Defensive Midfield,Ligue 1,
Ayyoub Bouaddi,18,40.0,Central Midfield,Ligue 1,
Hákon Arnar Haraldsson,22,22.0,Attacking Midfield,Ligue 1,
Matías Fernández-Pardo,21,20.0,Left Winger,Ligue 1,
Osame Sahraoui,24,10.0,Left Winger,Ligue 1,
Félix Correia,25,10.0,Left Winger,Ligue 1,
Ethan Mbappé,19,9.0,Right Winger,Ligue 1,
Marius Broholm,21,6.0,Right Winger,Ligue 1,
Gaëtan Perrin,29,6.0,Right Winger,Ligue 1,
Noah Edjouma,20,2.5,Right Winger,Ligue 1,
Hamza Igamane,23,18.0,Centre-Forward,Ligue 1,
Olivier Giroud,39,1.0,Centre-Forward,Ligue 1,
Dominik Greif,28,8.0,Goalkeeper,Ligue 1,
Rémy Descamps,29,2.0,Goalkeeper,Ligue 1,
Lassine Diarra,23,0.05,Goalkeeper,Ligue 1,
Moussa Niakhaté,30,15.0,Centre-Back,Ligue 1,
Clinton Mata,33,3.0,Centre-Back,Ligue 1,
Ruben Kluivert,24,2.5,Centre-Back,Ligue 1,
Noham Kamara,19,1.0,Centre-Back,Ligue 1,
Abner,25,7.0,Left-Back,Ligue 1,
Nicolás Tagliafico,33,5.0,Left-Back,Ligue 1,
Achraf Laâziri,22,0.5,Left-Back,Ligue 1,
Ainsley Maitland-Niles,28,10.0,Right-Back,Ligue 1,
Hans Hateboer,32,2.0,Right-Back,Ligue 1,
Tyler Morton,23,18.0,Defensive Midfield,Ligue 1,
Tanner Tessmann,24,12.0,Defensive Midfield,Ligue 1,
Orel Mangala,27,10.0,Defensive Midfield,Ligue 1,
Mathys De Carvalho,20,4.0,Defensive Midfield,Ligue 1,
Corentin Tolisso,31,12.0,Central Midfield,Ligue 1,
Khalis Merah,19,8.0,Central Midfield,Ligue 1,
Pavel Sulc,25,12.0,Attacking Midfield,Ligue 1,
Adam Karabec,22,8.0,Attacking Midfield,Ligue 1,
Noah Nartey,20,8.0,Attacking Midfield,Ligue 1,
Malick Fofana,20,30.0,Left Winger,Ligue 1,
Afonso Moreira,20,5.0,Left Winger,Ligue 1,
Rémi Himbert,18,1.5,Left Winger,Ligue 1,
Ernest Nuamah,22,12.0,Right Winger,Ligue 1,
Rachid Ghezzal,33,0.7,Right Winger,Ligue 1,
Endrick,19,25.0,Centre-Forward,Ligue 1,
Roman Yaremchuk,30,2.5,Centre-Forward,Ligue 1,
Brice Samba,31,10.0,Goalkeeper,Ligue 1,
Mathys Silistrie,20,,Goalkeeper,Ligue 1,
Jérémy Jacquet,20,20.0,Centre-Back,Ligue 1,
Lilian Brassier,26,10.0,Centre-Back,Ligue 1,
Abdelhamid Ait Boudlal,19,10.0,Centre-Back,Ligue 1,
Anthony Rouault,24,9.0,Centre-Back,Ligue 1,
Alidu Seidu,25,6.0,Centre-Back,Ligue 1,
Quentin Merlin,23,12.0,Left-Back,Ligue 1,
Mahamadou Nagida,20,1.5,Left-Back,Ligue 1,
Przemyslaw Frankowski,30,7.0,Right-Back,Ligue 1,
Djaoui Cissé,22,15.0,Central Midfield,Ligue 1,
Mahdi Camara,27,10.0,Central Midfield,Ligue 1,
Valentin Rongier,31,9.0,Central Midfield,Ligue 1,
Glen Kamara,30,2.5,Central Midfield,Ligue 1,
Ludovic Blas,28,15.0,Right Midfield,Ligue 1,
Sebastian Szymanski,26,12.0,Attacking Midfield,Ligue 1,
Mousa Tamari,28,6.0,Right Winger,Ligue 1,
Arnaud Nordin,27,4.0,Right Winger,Ligue 1,
Nordan Mukiele,20,0.2,Right Winger,Ligue 1,
Elías Legendre Quiñónez,17,0.1,Right Winger,Ligue 1,
Estéban Lepaul,25,15.0,Centre-Forward,Ligue 1,
Breel Embolo,29,12.0,Centre-Forward,Ligue 1,
Yassir Zabiri,21,4.0,Centre-Forward,Ligue 1,
Yehvann Diouf,26,9.0,Goalkeeper,Ligue 1,
Maxime Dupé,33,0.8,Goalkeeper,Ligue 1,
Bartosz Zelazowski,20,,Goalkeeper,Ligue 1,
Youssouf Ndayishimiye,27,8.0,Centre-Back,Ligue 1,
Moïse Bombito,25,8.0,Centre-Back,Ligue 1,
Juma Bah,19,7.0,Centre-Back,Ligue 1,
Antoine Mendy,21,4.0,Centre-Back,Ligue 1,
Kojo Peprah Oppong,21,4.0,Centre-Back,Ligue 1,
Mohamed Abdelmonem,27,3.0,Centre-Back,Ligue 1,
Dante,42,0.5,Centre-Back,Ligue 1,
Melvin Bard,25,10.0,Left-Back,Ligue 1,
Ali Abdi,32,2.5,Left-Back,Ligue 1,
Jonathan Clauss,33,4.5,Right-Back,Ligue 1,
Charles Vanhoutte,27,7.0,Defensive Midfield,Ligue 1,
Salis Abdul Samed,25,4.5,Defensive Midfield,Ligue 1,
Hicham Boudaoui,26,12.0,Central Midfield,Ligue 1,
Morgan Sanson,31,4.0,Central Midfield,Ligue 1,
Tanguy Ndombélé,29,3.0,Central Midfield,Ligue 1,
Djibril Coulibaly,17,0.5,Central Midfield,Ligue 1,
Tom Louchet,22,5.0,Right Midfield,Ligue 1,
Gabin Bernardeau,20,0.5,Attacking Midfield,Ligue 1,
Sofiane Diop,25,10.0,Left Winger,Ligue 1,
Isak Jansson,24,5.0,Left Winger,Ligue 1,
Mohamed-Ali Cho,22,12.0,Right Winger,Ligue 1,
Tiago Gouveia,24,4.0,Right Winger,Ligue 1,
Kaïl Boudache,19,,Right Winger,Ligue 1,
Elye Wahi,23,12.0,Centre-Forward,Ligue 1,
Kevin Carlos,24,6.0,Centre-Forward,Ligue 1,
Obed Nkambadio,23,6.0,Goalkeeper,Ligue 1,
Kevin Trapp,35,2.0,Goalkeeper,Ligue 1,
Rémy Riou,38,0.1,Goalkeeper,Ligue 1,
Otávio,23,10.0,Centre-Back,Ligue 1,
Diego Coppola,22,10.0,Centre-Back,Ligue 1,
Moustapha Mbow,26,5.0,Centre-Back,Ligue 1,
Samir Chergui,27,3.0,Centre-Back,Ligue 1,
Timothée Kolodziejczak,34,0.2,Centre-Back,Ligue 1,
Nhoa Sangui,20,5.0,Left-Back,Ligue 1,
Thibault De Smet,27,2.0,Left-Back,Ligue 1,
Tuomas Ollila,25,0.5,Left-Back,Ligue 1,
Hamari Traoré,34,1.8,Right-Back,Ligue 1,
Sofiane Alakouch,27,0.2,Right-Back,Ligue 1,
Maxime Lopez,28,6.0,Defensive Midfield,Ligue 1,
Pierre Lees-Melou,32,5.0,Defensive Midfield,Ligue 1,
Adama Camara,29,2.5,Defensive Midfield,Ligue 1,
Marshall Munetsi,29,12.0,Central Midfield,Ligue 1,
Rudy Matondo,18,3.0,Central Midfield,Ligue 1,
Vincent Marchetti,28,2.0,Central Midfield,Ligue 1,
Moses Simon,30,7.0,Left Winger,Ligue 1,
Alimami Gory,29,1.2,Left Winger,Ligue 1,
Julien Lopez,34,0.2,Left Winger,Ligue 1,
Ilan Kebbal,27,12.0,Right Winger,Ligue 1,
Jonathan Ikoné,27,5.0,Right Winger,Ligue 1,
Luca Koleosho,21,4.0,Right Winger,Ligue 1,
Mathieu Cafaro,28,2.0,Right Winger,Ligue 1,
Lamine Gueye,28,0.25,Right Winger,Ligue 1,
Willem Geubbels,24,7.0,Centre-Forward,Ligue 1,
Jean-Philippe Krasso,28,4.0,Centre-Forward,Ligue 1,
Ciro Immobile,36,2.0,Centre-Forward,Ligue 1,
Pierre-Yves Hamel,32,0.4,Centre-Forward,Ligue 1,
Robin Risser,21,10.0,Goalkeeper,Ligue 1,
Mathieu Gorgelin,35,0.25,Goalkeeper,Ligue 1,
Régis Gurtner,39,0.1,Goalkeeper,Ligue 1,
Ilan Jourdren,17,,Goalkeeper,Ligue 1,
Samson Baidoo,21,12.0,Centre-Back,Ligue 1,
Malang Sarr,27,10.0,Centre-Back,Ligue 1,
Jonathan Gradit,33,3.0,Centre-Back,Ligue 1,
Ismaëlo Ganiou,21,3.0,Centre-Back,Ligue 1,
Nidal Celik,19,1.0,Centre-Back,Ligue 1,
Kyllian Antonio,18,0.25,Centre-Back,Ligue 1,
Matthieu Udol,29,5.0,Left-Back,Ligue 1,
Arthur Masuaku,32,2.5,Left-Back,Ligue 1,
Ruben Aguilar,32,3.0,Right-Back,Ligue 1,
Saud Abdulhamid,26,3.0,Right-Back,Ligue 1,
Fodé Sylla,19,1.0,Defensive Midfield,Ligue 1,
Mamadou Sangaré,23,15.0,Central Midfield,Ligue 1,
Amadou Haidara,28,6.0,Central Midfield,Ligue 1,
Adrien Thomasson,32,4.5,Central Midfield,Ligue 1,
Andrija Bulatovic,19,1.8,Central Midfield,Ligue 1,
Alpha Diallo,20,,Attacking Midfield,Ligue 1,
Allan Saint-Maximin,29,10.0,Left Winger,Ligue 1,
Abdallah Sima,24,4.0,Left Winger,Ligue 1,
Anthony Bermont,21,1.0,Left Winger,Ligue 1,
Florian Thauvin,33,5.0,Right Winger,Ligue 1,
Odsonne Édouard,28,8.0,Centre-Forward,Ligue 1,
Rayan Fofana,20,5.0,Centre-Forward,Ligue 1,
Wesley Saïd,30,4.0,Centre-Forward,Ligue 1,
Florian Sotoca,35,1.5,Centre-Forward,Ligue 1,
Guillaume Restes,21,20.0,Goalkeeper,Ligue 1,
Kjetil Haug,27,0.5,Goalkeeper,Ligue 1,
Álex Domínguez,27,0.25,Goalkeeper,Ligue 1,
Charlie Cresswell,23,15.0,Centre-Back,Ligue 1,
Mark McKenzie,27,6.0,Centre-Back,Ligue 1,
Rasmus Nicolaisen,29,5.0,Centre-Back,Ligue 1,
Seny Koumbassa,18,0.1,Centre-Back,Ligue 1,
Dayann Methalie,20,8.0,Left-Back,Ligue 1,
Warren Kamanzi,25,1.5,Right-Back,Ligue 1,
Djibril Sidibé,33,1.0,Right-Back,Ligue 1,
Rafik Messali,22,0.8,Right-Back,Ligue 1,
Cristian Cásseres Jr.,26,7.0,Central Midfield,Ligue 1,
Pape Demba Diop,22,4.0,Central Midfield,Ligue 1,
Alexis Vossah,18,3.0,Central Midfield,Ligue 1,
Abu Francis,24,2.0,Central Midfield,Ligue 1,
Mario Sauer,21,1.8,Central Midfield,Ligue 1,
Aron Dønnum,27,5.0,Right Midfield,Ligue 1,
Yann Gboho,25,12.0,Left Winger,Ligue 1,
Frank Magri,26,4.0,Centre-Forward,Ligue 1,
Emersonn,21,4.0,Centre-Forward,Ligue 1,
Jacen Russell-Rowe,23,3.5,Centre-Forward,Ligue 1,
Santiago Hidalgo,21,2.0,Centre-Forward,Ligue 1,
Julián Vignolo,19,1.0,Centre-Forward,Ligue 1,
Enzo Faty,19,,Centre-Forward,Ligue 1,
Anthony Lopes,35,1.0,Goalkeeper,Ligue 1,
Patrik Carlgren,34,0.5,Goalkeeper,Ligue 1,
Alexis Mirbach,21,0.05,Goalkeeper,Ligue 1,
Tylel Tati,18,12.0,Centre-Back,Ligue 1,
Abakar Sylla,23,3.0,Centre-Back,Ligue 1,
Chidozie Awaziem,29,3.0,Centre-Back,Ligue 1,
Ali Youssif,24,0.8,Centre-Back,Ligue 1,
Uros Radakovic,31,0.5,Centre-Back,Ligue 1,
Sékou Doucouré,20,0.05,Centre-Back,Ligue 1,
Nicolas Cozza,27,3.0,Left-Back,Ligue 1,
Deiver Machado,32,2.5,Left-Back,Ligue 1,
Kelvin Amian,28,2.5,Right-Back,Ligue 1,
Fabien Centonze,30,1.2,Right-Back,Ligue 1,
Frédéric Guilbert,31,0.8,Right-Back,Ligue 1,
Johann Lepenant,23,7.0,Defensive Midfield,Ligue 1,
Ibrahima Sissoko,28,3.0,Defensive Midfield,Ligue 1,
Francis Coquelin,34,0.8,Defensive Midfield,Ligue 1,
Bahmed Deuff,20,0.3,Defensive Midfield,Ligue 1,
Dehmaine Tabibou,20,2.0,Central Midfield,Ligue 1,
Mohamed Kaba,24,1.5,Central Midfield,Ligue 1,
Louis Leroux,20,9.0,Attacking Midfield,Ligue 1,
Rémy Cabella,36,1.5,Attacking Midfield,Ligue 1,
Herba Guirassy,19,6.0,Left Winger,Ligue 1,
Matthis Abline,22,20.0,Centre-Forward,Ligue 1,
Mostafa Mohamed,28,4.0,Centre-Forward,Ligue 1,
Ignatius Ganago,27,2.0,Centre-Forward,Ligue 1,
Amady Camara,20,1.2,Centre-Forward,Ligue 1,
Youssef El Arabi,39,0.15,Centre-Forward,Ligue 1,
Radoslaw Majecki,26,4.0,Goalkeeper,Ligue 1,
Grégoire Coudert,26,0.8,Goalkeeper,Ligue 1,
Noah Jauny,21,,Goalkeeper,Ligue 1,
Soumaïla Coulibaly,22,7.0,Centre-Back,Ligue 1,
Junior Diaz,22,5.0,Centre-Back,Ligue 1,
Brendan Chardonnet,31,5.0,Centre-Back,Ligue 1,
Raphaël Le Guen,19,0.05,Centre-Back,Ligue 1,
Bradley Locko,23,7.0,Left-Back,Ligue 1,
Daouda Guindo,23,2.0,Left-Back,Ligue 1,
Luck Zogbé,20,2.0,Right-Back,Ligue 1,
Kenny Lala,34,1.8,Right-Back,Ligue 1,
Joris Chotard,24,6.0,Defensive Midfield,Ligue 1,
Hamidou Makalou,19,0.8,Defensive Midfield,Ligue 1,
Hugo Magnetti,27,6.0,Central Midfield,Ligue 1,
Lucas Tousart,28,2.0,Central Midfield,Ligue 1,
Junior Dina Ebimbe,25,6.0,Right Midfield,Ligue 1,
Kamory Doumbia,23,7.0,Attacking Midfield,Ligue 1,
Pathé Mboup,22,3.0,Left Winger,Ligue 1,
Romain Del Castillo,29,7.0,Right Winger,Ligue 1,
Mama Baldé,30,3.5,Centre-Forward,Ligue 1,
Ludovic Ajorque,32,3.5,Centre-Forward,Ligue 1,
Rémy Labeau Lascary,23,1.8,Centre-Forward,Ligue 1,
Saliou Diop,20,0.05,Centre-Forward,Ligue 1,
Yvon Mvogo,31,3.0,Goalkeeper,Ligue 1,
Bingourou Kamara,29,0.7,Goalkeeper,Ligue 1,
Benjamin Leroy,36,0.1,Goalkeeper,Ligue 1,
Montassar Talbi,27,7.0,Centre-Back,Ligue 1,
Bamo Meïté,24,4.0,Centre-Back,Ligue 1,
Abdoulaye Faye,21,3.0,Centre-Back,Ligue 1,
Isaak Touré,22,2.5,Centre-Back,Ligue 1,
Nathaniel Adjei,23,1.2,Centre-Back,Ligue 1,
Arsène Kouassi,22,7.0,Left-Back,Ligue 1,
Darlin Yongwa,25,4.0,Left-Back,Ligue 1,
Igor Silva,29,1.0,Right-Back,Ligue 1,
Laurent Abergel,33,2.0,Defensive Midfield,Ligue 1,
Arthur Avom,21,9.0,Central Midfield,Ligue 1,
Noah Cadiou,27,1.0,Central Midfield,Ligue 1,
Théo Le Bris,23,2.0,Right Midfield,Ligue 1,
Panos Katseris,24,2.0,Right Midfield,Ligue 1,
Dermane Karim,22,3.0,Attacking Midfield,Ligue 1,
Jean-Victor Makengo,27,2.5,Attacking Midfield,Ligue 1,
Bandiougou Fadiga,25,0.25,Attacking Midfield,Ligue 1,
Pablo Pagis,23,5.0,Left Winger,Ligue 1,
Trevan Sanusi,18,0.5,Left Winger,Ligue 1,
Sambou Soumano,25,4.0,Centre-Forward,Ligue 1,
Mohamed Bamba,24,2.5,Centre-Forward,Ligue 1,
Aiyegun Tosin,27,2.0,Centre-Forward,Ligue 1,
Bamba Dieng,25,1.8,Centre-Forward,Ligue 1,
Donovan Léon,33,0.9,Goalkeeper,Ligue 1,
Théo De Percin,25,0.3,Goalkeeper,Ligue 1,
Tom Negrel,22,0.05,Goalkeeper,Ligue 1,
Louis Mezerette,19,,Goalkeeper,Ligue 1,
Clément Akpa,24,8.0,Centre-Back,Ligue 1,
Sinaly Diomandé,24,4.0,Centre-Back,Ligue 1,
Francisco Sierralta,28,1.5,Centre-Back,Ligue 1,
Bryan Okoh,22,1.2,Centre-Back,Ligue 1,
Telli Siwe,21,1.0,Centre-Back,Ligue 1,
Elikya Legros,17,,Centre-Back,Ligue 1,
Alvin Petit Dol,19,,Centre-Back,Ligue 1,
Gideon Mensah,27,3.5,Left-Back,Ligue 1,
Fredrik Oppegård,23,0.6,Left-Back,Ligue 1,
Marvin Senaya,25,3.0,Right-Back,Ligue 1,
Lamine Sy,23,0.8,Right-Back,Ligue 1,
Elisha Owusu,28,3.5,Defensive Midfield,Ligue 1,
Oussama El Azzouzi,24,1.8,Defensive Midfield,Ligue 1,
Assane Dioussé,28,0.6,Defensive Midfield,Ligue 1,
Nathan Buayi-Kiala,22,0.1,Defensive Midfield,Ligue 1,
Kévin Danois,21,10.0,Central Midfield,Ligue 1,
Naouirou Ahamada,23,3.5,Central Midfield,Ligue 1,
Tidiane Devernois,18,0.05,Central Midfield,Ligue 1,
Romain Faivre,27,5.0,Attacking Midfield,Ligue 1,
Danny Namaso,25,5.0,Left Winger,Ligue 1,
Josué Casimir,24,3.5,Right Winger,Ligue 1,
Lasso Coulibaly,23,0.9,Right Winger,Ligue 1,
Lassine Sinayoko,26,7.0,Centre-Forward,Ligue 1,
Sékou Mara,23,4.0,Centre-Forward,Ligue 1,
Ryan Rodin,20,0.05,Centre-Forward,Ligue 1,
Mory Diaw,32,1.0,Goalkeeper,Ligue 1,
Lionel Mpasi-Nzau,31,0.4,Goalkeeper,Ligue 1,
Paul Argney,19,0.05,Goalkeeper,Ligue 1,
Arouna Sangante,23,8.0,Centre-Back,Ligue 1,
Gautier Lloris,30,3.0,Centre-Back,Ligue 1,
Étienne Youté Kinkoué,24,3.0,Centre-Back,Ligue 1,
Stephan Zagadou,17,0.1,Centre-Back,Ligue 1,
Yanis Zouaoui,27,1.8,Left-Back,Ligue 1,
Fodé Doucouré,25,2.0,Right-Back,Ligue 1,
Timothée Pembélé,23,2.0,Right-Back,Ligue 1,
Loïc Nego,35,0.6,Right-Back,Ligue 1,
Lucas Gourna-Douath,22,4.0,Defensive Midfield,Ligue 1,
Ayumu Seko,25,3.0,Defensive Midfield,Ligue 1,
Abdoulaye Touré,32,3.0,Defensive Midfield,Ligue 1,
Daren Mosengo,19,0.05,Defensive Midfield,Ligue 1,
Yassine Kechta,24,5.0,Central Midfield,Ligue 1,
Rassoul Ndiaye,24,5.0,Central Midfield,Ligue 1,
Simon Ebonog,21,1.0,Central Midfield,Ligue 1,
Guy-Noël Zohouri,19,,Central Midfield,Ligue 1,
Sofiane Boufal,32,2.0,Attacking Midfield,Ligue 1,
Reda Khadra,24,1.8,Attacking Midfield,Ligue 1,
Issa Soumaré,25,5.0,Left Winger,Ligue 1,
Felix Mambimbi,25,0.6,Left Winger,Ligue 1,
Godson Kyeremeh,25,0.8,Right Winger,Ligue 1,
Ally Samatta,33,0.8,Centre-Forward,Ligue 1,
Noam Obougou,20,0.15,Centre-Forward,Ligue 1,
Kenny Quetant,19,0.15,Centre-Forward,Ligue 1,
Jonathan Fischer,24,3.0,Goalkeeper,Ligue 1,
Pape Sy,28,0.3,Goalkeeper,Ligue 1,
Ousmane Ba,23,0.1,Goalkeeper,Ligue 1,
Sadibou Sané,21,4.0,Centre-Back,Ligue 1,
Terry Yegbe,25,3.0,Centre-Back,Ligue 1,
Jean-Philippe Gbamin,30,2.0,Centre-Back,Ligue 1,
Michel Mboula,22,1.0,Centre-Back,Ligue 1,
Fodé Ballo-Touré,29,1.0,Left-Back,Ligue 1,
Yannis Lawson,21,0.25,Left-Back,Ligue 1,
Koffi Kouao,27,2.5,Right-Back,Ligue 1,
Bouna Sarr,34,0.4,Right-Back,Ligue 1,
Maxime Colin,34,0.3,Right-Back,Ligue 1,
Cléo Mélières,20,0.1,Right-Back,Ligue 1,
Boubacar Traoré,24,5.0,Defensive Midfield,Ligue 1,
Alpha Touré,20,2.0,Defensive Midfield,Ligue 1,
Benjamin Stambouli,35,0.3,Defensive Midfield,Ligue 1,
Jessy Deminguet,28,2.5,Central Midfield,Ligue 1,
Believe Munongo,16,1.0,Central Midfield,Ligue 1,
Ismaël Guerti,21,0.1,Attacking Midfield,Ligue 1,
Giorgi Tsitaishvili,25,2.5,Left Winger,Ligue 1,
Lucas Michal,20,2.5,Left Winger,Ligue 1,
Giorgi Abuashvili,23,1.2,Left Winger,Ligue 1,
Gauthier Hein,29,5.0,Right Winger,Ligue 1,
Joel Asoro,26,0.9,Right Winger,Ligue 1,
Habib Diallo,30,5.0,Centre-Forward,Ligue 1,
Giorgi Kvilitaia,32,1.0,Centre-Forward,Ligue 1,
Joseph Mangondo,20,0.05,Centre-Forward,Ligue 1,
Nathan Mbala,18,,Centre-Forward,Ligue 1,
Hervé Koffi,29,3.0,Goalkeeper,Ligue 1,
Melvin Zinga,24,0.3,Goalkeeper,Ligue 1,
Oumar Pona,19,0.1,Goalkeeper,Ligue 1,
Ousmane Camara,23,4.0,Centre-Back,Ligue 1,
Emmanuel Biumla,20,3.0,Centre-Back,Ligue 1,
Jordan Lefort,32,1.2,Centre-Back,Ligue 1,
Abdoulaye Bamba,35,0.25,Centre-Back,Ligue 1,
Jacques Ekomié,22,4.0,Left-Back,Ligue 1,
Florent Hanin,36,0.25,Left-Back,Ligue 1,
Dan Sinaté,19,,Left-Back,Ligue 1,
Carlens Arcus,29,1.8,Right-Back,Ligue 1,
Lilian Raolisoa,25,1.8,Right-Back,Ligue 1,
Marius Louër,19,0.1,Right-Back,Ligue 1,
Marius Courcoul,19,0.7,Defensive Midfield,Ligue 1,
Yassin Belkhdim,24,4.0,Central Midfield,Ligue 1,
Branco van den Boomen,30,2.5,Central Midfield,Ligue 1,
Haris Belkebla,32,2.0,Central Midfield,Ligue 1,
Pierrick Capelle,38,0.2,Central Midfield,Ligue 1,
Louis Mouton,23,2.5,Attacking Midfield,Ligue 1,
Amine Sbaï,25,1.5,Left Winger,Ligue 1,
Harouna Djibirin,19,0.2,Right Winger,Ligue 1,
Prosper Peter,18,5.0,Centre-Forward,Ligue 1,
Goduine Koyalipou,26,2.5,Centre-Forward,Ligue 1,
Lanroy Machine,20,0.7,Centre-Forward,Ligue 1,
Uğurcan Çakır,29,15.0,Goalkeeper,,Süper Lig
Günay Güvenç,34,0.3,Goalkeeper,,Süper Lig
Batuhan Şen,27,0.2,Goalkeeper,,Süper Lig
Enes Emre Büyük,19,,Goalkeeper,,Süper Lig
Wilfried Singo,25,25.0,Centre-Back,,Süper Lig
Davinson Sánchez,29,18.0,Centre-Back,,Süper Lig
Abdülkerim Bardakcı,31,6.5,Centre-Back,,Süper Lig
Arda Ünyay,19,1.0,Centre-Back,,Süper Lig
Metehan Baltacı,23,,Centre-Back,,Süper Lig
Ismail Jakobs,26,8.0,Left-Back,,Süper Lig
Eren Elmalı,25,5.0,Left-Back,,Süper Lig
Sacha Boey,25,15.0,Right-Back,,Süper Lig
Roland Sallai,28,12.0,Right-Back,,Süper Lig
Lucas Torreira,30,12.0,Defensive Midfield,,Süper Lig
Mario Lemina,32,5.0,Defensive Midfield,,Süper Lig
Kaan Ayhan,31,2.0,Defensive Midfield,,Süper Lig
Gabriel Sara,26,22.0,Central Midfield,,Süper Lig
Renato Nhaga,18,6.0,Central Midfield,,Süper Lig
İlkay Gündoğan,35,2.5,Central Midfield,,Süper Lig
Gökdeniz Gürpüz,20,0.25,Central Midfield,,Süper Lig
Yunus Akgün,25,18.0,Attacking Midfield,,Süper Lig
Barış Alper Yılmaz,25,26.0,Left Winger,,Süper Lig
Noa Lang,26,25.0,Left Winger,,Süper Lig
Ahmed Kutucu,26,3.5,Left Winger,,Süper Lig
Leroy Sané,30,22.0,Right Winger,,Süper Lig
Yáser Asprilla,22,14.0,Right Winger,,Süper Lig
Armando Güner,18,0.5,Right Winger,,Süper Lig
Victor Osimhen,27,75.0,Centre-Forward,,Süper Lig
Mauro Icardi,33,5.0,Centre-Forward,,Süper Lig
Ederson,32,13.0,Goalkeeper,,Süper Lig
Tarık Çetin,29,0.6,Goalkeeper,,Süper Lig
Mert Günok,37,0.5,Goalkeeper,,Süper Lig
Engin Can Biterge,19,,Goalkeeper,,Süper Lig
Jayden Oosterwolde,24,18.0,Centre-Back,,Süper Lig
Milan Škriniar,31,11.0,Centre-Back,,Süper Lig
Yiğit Efe Demir,21,5.0,Centre-Back,,Süper Lig
Çağlar Söyüncü,29,4.5,Centre-Back,,Süper Lig
Archie Brown,23,9.0,Left-Back,,Süper Lig
Levent Mercan,25,5.0,Left-Back,,Süper Lig
Mert Müldür,26,7.0,Right-Back,,Süper Lig
Nélson Semedo,32,7.0,Right-Back,,Süper Lig
