player_name,age,market_value_m,position_tm,tm_league,league
Oscar Højlund,21,7.5,Central Midfield,Bundesliga,
Mahmoud Dahoud,30,2.0,Central Midfield,Bundesliga,
Can Uzun,20,45.0,Attacking Midfield,Bundesliga,
Farès Chaïbi,23,15.0,Attacking Midfield,Bundesliga,
Love Arrhov,17,5.0,Attacking Midfield,Bundesliga,
Mario Götze,33,3.5,Attacking Midfield,Bundesliga,
Jean-Mattéo Bahoya,20,25.0,Left Winger,Bundesliga,
Ritsu Doan,27,25.0,Right Winger,Bundesliga,
Ansgar Knauff,24,15.0,Right Winger,Bundesliga,
Ayoube Amaimouni-Echghouyab,21,2.0,Right Winger,Bundesliga,
Jonathan Burkardt,25,35.0,Centre-Forward,Bundesliga,
Arnaud Kalimuendo,24,25.0,Centre-Forward,Bundesliga,
Younes Ebnoutalib,22,6.0,Centre-Forward,Bundesliga,
Michy Batshuayi,32,3.0,Centre-Forward,Bundesliga,
Alexander Nübel,29,12.0,Goalkeeper,Bundesliga,
Florian Hellstern,18,1.8,Goalkeeper,Bundesliga,
Fabian Bredlow,31,0.8,Goalkeeper,Bundesliga,
Stefan Drljaca,26,0.3,Goalkeeper,Bundesliga,
Finn Jeltsch,19,25.0,Centre-Back,Bundesliga,
Jeff Chabot,28,15.0,Centre-Back,Bundesliga,
Luca Jaquez,22,10.0,Centre-Back,Bundesliga,
Ramon Hendriks,24,5.0,Centre-Back,Bundesliga,
Ameen Al-Dakhil,24,4.0,Centre-Back,Bundesliga,
Dan-Axel Zagadou,26,2.0,Centre-Back,Bundesliga,
Maximilian Mittelstädt,28,18.0,Left-Back,Bundesliga,
Lorenz Assignon,25,12.0,Right-Back,Bundesliga,
Josha Vagnoman,25,10.0,Right-Back,Bundesliga,
Pascal Stenzel,29,1.2,Right-Back,Bundesliga,
Angelo Stiller,24,45.0,Defensive Midfield,Bundesliga,
Chema Andrés,20,15.0,Defensive Midfield,Bundesliga,
Atakan Karazor,29,9.0,Defensive Midfield,Bundesliga,
Mirza Catovic,18,1.5,Defensive Midfield,Bundesliga,
Nikolas Nartey,26,2.0,Central Midfield,Bundesliga,
Bilal El Khannouss,21,32.0,Attacking Midfield,Bundesliga,
Chris Führich,28,10.0,Left Winger,Bundesliga,
Justin Diehl,21,1.8,Left Winger,Bundesliga,
Jamie Leweling,25,25.0,Right Winger,Bundesliga,
Badredine Bouanani,21,12.0,Right Winger,Bundesliga,
Lazar Jovanovic,19,5.0,Right Winger,Bundesliga,
Noah Darvich,19,2.0,Right Winger,Bundesliga,
Ermedin Demirovic,27,22.0,Centre-Forward,Bundesliga,
Deniz Undav,29,20.0,Centre-Forward,Bundesliga,
Tiago Tomás,23,15.0,Centre-Forward,Bundesliga,
Jeremy Arévalo,20,7.0,Centre-Forward,Bundesliga,
Kamil Grabara,27,12.0,Goalkeeper,Bundesliga,
Marius Müller,32,1.0,Goalkeeper,Bundesliga,
Jakub Zielinski,18,0.5,Goalkeeper,Bundesliga,
Pavao Pervan,38,0.3,Goalkeeper,Bundesliga,
Konstantinos Koulierakis,22,25.0,Centre-Back,Bundesliga,
Jeanuël Belocian,21,12.0,Centre-Back,Bundesliga,
Denis Vavro,29,7.0,Centre-Back,Bundesliga,
Jonas Adjetey,22,7.0,Centre-Back,Bundesliga,
Jenson Seelt,22,5.0,Centre-Back,Bundesliga,
Moritz Jenz,26,5.0,Centre-Back,Bundesliga,
Cleiton,22,0.8,Centre-Back,Bundesliga,
Joakim Maehle,28,9.0,Left-Back,Bundesliga,
Aaron Zehnter,21,6.0,Left-Back,Bundesliga,
Rogério,28,2.0,Left-Back,Bundesliga,
Saël Kumbedi,20,9.0,Right-Back,Bundesliga,
Kilian Fischer,25,7.5,Right-Back,Bundesliga,
Jan Bürger,19,1.0,Right-Back,Bundesliga,
Vini Souza,26,12.0,Defensive Midfield,Bundesliga,
Mattias Svanberg,27,12.0,Central Midfield,Bundesliga,
Maximilian Arnold,31,4.5,Central Midfield,Bundesliga,
Yannick Gerhardt,32,2.0,Central Midfield,Bundesliga,
Pharell Hensel,18,1.0,Central Midfield,Bundesliga,
Kevin Paredes,22,5.0,Left Midfield,Bundesliga,
Lovro Majer,28,15.0,Attacking Midfield,Bundesliga,
Bence Dárdai,20,7.0,Attacking Midfield,Bundesliga,
Christian Eriksen,34,3.0,Attacking Midfield,Bundesliga,
Patrick Wimmer,24,15.0,Right Winger,Bundesliga,
Jesper Lindstrøm,26,8.0,Right Winger,Bundesliga,
Adam Daghim,20,7.5,Right Winger,Bundesliga,
Mohamed Amoura,25,32.0,Centre-Forward,Bundesliga,
Jonas Wind,27,7.0,Centre-Forward,Bundesliga,
Dzenan Pejcinovic,21,6.0,Centre-Forward,Bundesliga,
Kento Shiogai,20,2.5,Centre-Forward,Bundesliga,
Oliver Baumann,35,3.0,Goalkeeper,Bundesliga,
Luca Philipp,25,0.75,Goalkeeper,Bundesliga,
Lúkas Petersson,22,0.6,Goalkeeper,Bundesliga,
Albian Hajdari,22,12.0,Centre-Back,Bundesliga,
Robin Hranac,26,7.0,Centre-Back,Bundesliga,
Koki Machida,28,7.0,Centre-Back,Bundesliga,
Ozan Kabak,25,5.0,Centre-Back,Bundesliga,
Kevin Akpoguma,30,2.0,Centre-Back,Bundesliga,
Kelven Frees,21,0.3,Centre-Back,Bundesliga,
Bernardo,30,5.0,Left-Back,Bundesliga,
Valentin Gendrey,25,7.0,Right-Back,Bundesliga,
Vladimír Coufal,33,2.7,Right-Back,Bundesliga,
Leon Avdullahu,22,17.0,Defensive Midfield,Bundesliga,
Wouter Burger,25,9.0,Defensive Midfield,Bundesliga,
Luis Engelns,19,4.0,Central Midfield,Bundesliga,
Grischa Prömel,31,3.0,Central Midfield,Bundesliga,
Luka Duric,22,0.3,Central Midfield,Bundesliga,
Alexander Prass,24,5.0,Left Midfield,Bundesliga,
Muhammed Damar,21,7.0,Attacking Midfield,Bundesliga,
Andrej Kramaric,34,3.0,Attacking Midfield,Bundesliga,
Bazoumana Touré,20,25.0,Left Winger,Bundesliga,
Cole Campbell,20,5.0,Right Winger,Bundesliga,
Fisnik Asllani,23,30.0,Centre-Forward,Bundesliga,
Adam Hlozek,23,15.0,Centre-Forward,Bundesliga,
Tim Lemperle,24,12.0,Centre-Forward,Bundesliga,
Max Moerstedt,20,7.0,Centre-Forward,Bundesliga,
Deniz Zeitler,19,1.5,Centre-Forward,Bundesliga,
Ihlas Bebou,31,0.8,Centre-Forward,Bundesliga,
Yannick Eduardo,20,0.5,Centre-Forward,Bundesliga,
Mio Backhaus,21,10.0,Goalkeeper,Bundesliga,
Karl Hein,23,3.0,Goalkeeper,Bundesliga,
Markus Kolke,35,0.3,Goalkeeper,Bundesliga,
Stefan Smarkalev,18,0.15,Goalkeeper,Bundesliga,
Karim Coulibaly,18,20.0,Centre-Back,Bundesliga,
Marco Friedl,28,12.0,Centre-Back,Bundesliga,
Amos Pieper,28,4.0,Centre-Back,Bundesliga,
Maximilian Wöber,28,4.0,Centre-Back,Bundesliga,
Niklas Stark,30,3.5,Centre-Back,Bundesliga,
Julián Malatini,24,2.0,Centre-Back,Bundesliga,
Mick Schmetgens,18,0.15,Centre-Back,Bundesliga,
Felix Agu,26,8.0,Left-Back,Bundesliga,
Olivier Deman,25,3.0,Left-Back,Bundesliga,
Isaac Schmidt,26,2.2,Left-Back,Bundesliga,
Yukinari Sugawara,25,7.5,Right-Back,Bundesliga,
Mitchell Weiser,31,3.5,Right-Back,Bundesliga,
Senne Lynen,27,10.0,Defensive Midfield,Bundesliga,
Wesley Adeh,19,0.25,Defensive Midfield,Bundesliga,
Jens Stage,29,14.0,Central Midfield,Bundesliga,
Leonardo Bittencourt,32,1.2,Central Midfield,Bundesliga,
Romano Schmid,26,17.0,Attacking Midfield,Bundesliga,
Cameron Puertas,27,10.0,Attacking Midfield,Bundesliga,
Patrice Covic,18,4.0,Attacking Midfield,Bundesliga,
Samuel Mbangula,22,14.0,Left Winger,Bundesliga,
Marco Grüll,27,6.0,Left Winger,Bundesliga,
Justin Njinmah,25,7.0,Right Winger,Bundesliga,
Victor Boniface,25,12.0,Centre-Forward,Bundesliga,
Jovan Milosevic,20,7.0,Centre-Forward,Bundesliga,
Keke Topp,21,5.0,Centre-Forward,Bundesliga,
Salim Musah,20,0.25,Centre-Forward,Bundesliga,
Noah Atubolu,23,20.0,Goalkeeper,Bundesliga,
Florian Müller,28,1.2,Goalkeeper,Bundesliga,
Jannik Huth,31,0.4,Goalkeeper,Bundesliga,
Philipp Lienhart,29,12.0,Centre-Back,Bundesliga,
Max Rosenfelder,23,8.0,Centre-Back,Bundesliga,
Matthias Ginter,32,6.0,Centre-Back,Bundesliga,
Bruno Ogbus,20,1.0,Centre-Back,Bundesliga,
Anthony Jung,34,0.7,Centre-Back,Bundesliga,
Jordy Makengo,24,6.0,Left-Back,Bundesliga,
Christian Günter,33,2.0,Left-Back,Bundesliga,
Philipp Treu,25,8.0,Right-Back,Bundesliga,
Lukas Kübler,33,1.5,Right-Back,Bundesliga,
Patrick Osterhage,26,12.0,Defensive Midfield,Bundesliga,
Nicolas Höfler,36,0.5,Defensive Midfield,Bundesliga,
Johan Manzambi,20,30.0,Central Midfield,Bundesliga,
Maximilian Eggestein,29,10.0,Central Midfield,Bundesliga,
Daniel-Kofi Kyereh,30,0.3,Attacking Midfield,Bundesliga,
Derry Scherhant,23,6.0,Left Winger,Bundesliga,
Vincenzo Grifo,32,5.0,Left Winger,Bundesliga,
Cyriaque Irié,20,8.0,Right Winger,Bundesliga,
Niklas Beste,27,7.0,Right Winger,Bundesliga,
Yuito Suzuki,24,15.0,Second Striker,Bundesliga,
Maximilian Philipp,32,0.6,Second Striker,Bundesliga,
Igor Matanovic,22,7.0,Centre-Forward,Bundesliga,
Lucas Höler,31,3.0,Centre-Forward,Bundesliga,
Moritz Nicolas,28,5.0,Goalkeeper,Bundesliga,
Tiago Pereira Cardoso,19,1.5,Goalkeeper,Bundesliga,
Jan Olschowsky,24,0.45,Goalkeeper,Bundesliga,
Tobias Sippel,37,0.3,Goalkeeper,Bundesliga,
Nico Elvedi,29,8.0,Centre-Back,Bundesliga,
Kevin Diks,29,5.0,Centre-Back,Bundesliga,
Kota Takai,21,5.0,Centre-Back,Bundesliga,
Fabio Chiarodia,20,3.0,Centre-Back,Bundesliga,
Marvin Friedrich,30,1.8,Centre-Back,Bundesliga,
Lukas Ullrich,22,7.0,Left-Back,Bundesliga,
Joe Scally,23,7.0,Right-Back,Bundesliga,
Yannik Engelhardt,25,6.0,Defensive Midfield,Bundesliga,
Niklas Swider,19,0.25,Defensive Midfield,Bundesliga,
Rocco Reitz,23,17.0,Central Midfield,Bundesliga,
Jens Castrop,22,6.0,Central Midfield,Bundesliga,
Philipp Sander,28,4.0,Central Midfield,Bundesliga,
Florian Neuhaus,29,3.5,Central Midfield,Bundesliga,
Hugo Bolin,22,6.0,Left Midfield,Bundesliga,
Giovanni Reyna,23,6.0,Attacking Midfield,Bundesliga,
Kevin Stöger,32,3.0,Attacking Midfield,Bundesliga,
Wael Mohya,17,2.5,Attacking Midfield,Bundesliga,
Robin Hack,27,12.0,Left Winger,Bundesliga,
Franck Honorat,29,12.0,Right Winger,Bundesliga,
Nathan Ngoumou,26,3.5,Right Winger,Bundesliga,
Tim Kleindienst,30,12.0,Centre-Forward,Bundesliga,
Shuto Machino,26,7.0,Centre-Forward,Bundesliga,
Haris Tabakovic,31,3.0,Centre-Forward,Bundesliga,
Alejo Sarco,20,2.0,Centre-Forward,Bundesliga,
Finn Dahmen,27,12.0,Goalkeeper,Bundesliga,
Nediljko Labrovic,26,2.0,Goalkeeper,Bundesliga,
Daniel Klein,25,0.15,Goalkeeper,Bundesliga,
Chrislain Matsima,23,22.0,Centre-Back,Bundesliga,
Noahkai Banks,19,15.0,Centre-Back,Bundesliga,
Keven Schlotterbeck,28,6.0,Centre-Back,Bundesliga,
Cédric Zesiger,27,5.0,Centre-Back,Bundesliga,
Arthur Chaves,25,5.0,Centre-Back,Bundesliga,
Jeffrey Gouweleeuw,34,1.0,Centre-Back,Bundesliga,
Felix Meiser,19,0.15,Centre-Back,Bundesliga,
Dimitrios Giannoulis,30,3.0,Left-Back,Bundesliga,
Mads Pedersen,29,1.0,Left-Back,Bundesliga,
Oliver Sorg,18,0.4,Left-Back,Bundesliga,
Marius Wolf,30,2.5,Right-Back,Bundesliga,
Kristijan Jakic,28,6.0,Defensive Midfield,Bundesliga,
Robin Fellhauer,28,2.5,Defensive Midfield,Bundesliga,
Yannik Keitel,26,2.0,Defensive Midfield,Bundesliga,
Mahmut Kücüksahin,21,0.175,Defensive Midfield,Bundesliga,
Han-Noah Massengo,24,5.0,Central Midfield,Bundesliga,
Elvis Rexhbecaj,28,3.5,Central Midfield,Bundesliga,
Anton Kade,22,7.5,Right Midfield,Bundesliga,
Alexis Claude-Maurice,27,12.0,Attacking Midfield,Bundesliga,
Mert Kömür,20,12.0,Attacking Midfield,Bundesliga,
Fabian Rieder,24,8.0,Attacking Midfield,Bundesliga,
Ismaël Gharbi,21,7.0,Left Winger,Bundesliga,
Rodrigo Ribeiro,20,2.5,Centre-Forward,Bundesliga,
Michael Gregoritsch,31,1.5,Centre-Forward,Bundesliga,
Uchenna Ogundu,19,1.5,Centre-Forward,Bundesliga,
Thomas Kastanaras,23,0.3,Centre-Forward,Bundesliga,
Sander Tangvik,23,3.0,Goalkeeper,Bundesliga,
Daniel Heuer Fernandes,33,1.2,Goalkeeper,Bundesliga,
Hannes Hermann,20,0.15,Goalkeeper,Bundesliga,
Fernando Dickes,18,,Goalkeeper,Bundesliga,
Luka Vuskovic,19,40.0,Centre-Back,Bundesliga,
Jordan Torunarigha,28,4.0,Centre-Back,Bundesliga,
Daniel Elfadli,28,3.5,Centre-Back,Bundesliga,
Warmed Omari,25,3.0,Centre-Back,Bundesliga,
Shafiq Nandja,19,0.175,Centre-Back,Bundesliga,
Miro Muheim,27,4.0,Left-Back,Bundesliga,
Noah Katterbach,24,0.6,Left-Back,Bundesliga,
Louis Lemke,16,,Left-Back,Bundesliga,
Giorgi Gocholeishvili,25,3.5,Right-Back,Bundesliga,
William Mikelbrencis,22,2.0,Right-Back,Bundesliga,
Nicolai Remberg,25,5.0,Defensive Midfield,Bundesliga,
Albert Sambi Lokonga,26,8.0,Central Midfield,Bundesliga,
Nicolás Capaldo,27,4.0,Central Midfield,Bundesliga,
Fábio Vieira,25,18.0,Attacking Midfield,Bundesliga,
Albert Grønbaek,24,8.0,Attacking Midfield,Bundesliga,
Omar Megeed,20,0.15,Attacking Midfield,Bundesliga,
Philip Otele,26,5.0,Left Winger,Bundesliga,
Alexander Røssing-Lelesiit,19,5.0,Left Winger,Bundesliga,
Jean-Luc Dompé,30,3.5,Left Winger,Bundesliga,
Fábio Baldé,20,3.0,Left Winger,Bundesliga,
Rayan Philippe,25,4.0,Right Winger,Bundesliga,
Bakery Jatta,27,0.7,Right Winger,Bundesliga,
Damion Downs,21,7.0,Centre-Forward,Bundesliga,
Ransford Königsdörffer,24,4.0,Centre-Forward,Bundesliga,
Otto Stange,19,2.5,Centre-Forward,Bundesliga,
Robert Glatzel,32,1.5,Centre-Forward,Bundesliga,
Yussuf Poulsen,31,1.5,Centre-Forward,Bundesliga,
Robin Zentner,31,3.0,Goalkeeper,Bundesliga,
Lasse Rieß,24,0.7,Goalkeeper,Bundesliga,
Daniel Batz,35,0.25,Goalkeeper,Bundesliga,
Stefan Posch,28,5.5,Centre-Back,Bundesliga,
Andreas Hanche-Olsen,29,5.0,Centre-Back,Bundesliga,
Kacper Potulski,18,2.5,Centre-Back,Bundesliga,
Dominik Kohr,32,2.0,Centre-Back,Bundesliga,
Maxim Leitsch,27,1.5,Centre-Back,Bundesliga,
Danny da Costa,32,1.2,Centre-Back,Bundesliga,
Stefan Bell,34,0.6,Centre-Back,Bundesliga,
Maxim Dal,20,0.15,Centre-Back,Bundesliga,
Phillipp Mwene,32,1.5,Left-Back,Bundesliga,
Kasey Bos,21,0.45,Left-Back,Bundesliga,
Anthony Caci,28,10.0,Right-Back,Bundesliga,
Silvan Widmer,33,0.8,Right-Back,Bundesliga,
Kaishu Sano,25,25.0,Defensive Midfield,Bundesliga,
Lennard Maloney,26,3.5,Defensive Midfield,Bundesliga,
Sota Kawasaki,24,1.5,Defensive Midfield,Bundesliga,
Niklas Tauer,25,0.35,Defensive Midfield,Bundesliga,
Nadiem Amiri,29,17.0,Central Midfield,Bundesliga,
Daniel Gleiber,21,0.3,Central Midfield,Bundesliga,
Nikolas Veratschnig,23,1.5,Right Midfield,Bundesliga,
Paul Nebel,23,18.0,Attacking Midfield,Bundesliga,
Jae-sung Lee,33,2.0,Attacking Midfield,Bundesliga,
Sheraldo Becker,31,1.5,Left Winger,Bundesliga,
Silas,27,3.0,Right Winger,Bundesliga,
Armindo Sieb,23,3.5,Second Striker,Bundesliga,
Nelson Weiper,20,12.0,Centre-Forward,Bundesliga,
Benedict Hollerbach,24,10.0,Centre-Forward,Bundesliga,
William Bøving,23,5.0,Centre-Forward,Bundesliga,
Phillip Tietz,28,3.5,Centre-Forward,Bundesliga,
Marvin Schwäbe,30,3.0,Goalkeeper,Bundesliga,
Ron-Robert Zieler,37,0.5,Goalkeeper,Bundesliga,
Matthias Köbbing,28,0.1,Goalkeeper,Bundesliga,
Rav van den Berg,21,8.0,Centre-Back,Bundesliga,
Jahmai Simpson-Pusey,20,4.0,Centre-Back,Bundesliga,
Joël Schmied,27,3.5,Centre-Back,Bundesliga,
Timo Hübers,29,2.5,Centre-Back,Bundesliga,
Cenk Özkacar,25,2.0,Centre-Back,Bundesliga,
Dominique Heintz,32,0.7,Centre-Back,Bundesliga,
Luca Kilian,26,0.1,Centre-Back,Bundesliga,
Kristoffer Lund,23,4.0,Left-Back,Bundesliga,
Sebastian Sebulonsen,26,5.5,Right-Back,Bundesliga,
Eric Martel,23,8.0,Defensive Midfield,Bundesliga,
Tom Krauß,24,3.5,Defensive Midfield,Bundesliga,
Fayssal Harchaoui,20,0.2,Defensive Midfield,Bundesliga,
Ísak Jóhannesson,22,10.0,Central Midfield,Bundesliga,
Denis Huseinbasic,24,3.0,Central Midfield,Bundesliga,
Felipe Chávez,18,0.8,Central Midfield,Bundesliga,
Alessio Castro-Montes,28,3.0,Right Midfield,Bundesliga,
Florian Kainz,33,1.5,Attacking Midfield,Bundesliga,
Said El Mala,19,40.0,Left Winger,Bundesliga,
Jakub Kaminski,23,12.0,Left Winger,Bundesliga,
Linton Maina,26,3.0,Left Winger,Bundesliga,
Marius Bülter,32,2.0,Left Winger,Bundesliga,
Jan Thielmann,23,5.0,Right Winger,Bundesliga,
Youssoupha Niang,19,0.5,Right Winger,Bundesliga,
Ragnar Ache,27,7.0,Centre-Forward,Bundesliga,
Luca Waldschmidt,29,2.0,Centre-Forward,Bundesliga,
Fynn Schenten,18,0.8,Centre-Forward,Bundesliga,
Malek El Mala,20,0.25,Centre-Forward,Bundesliga,
Frederik Rönnow,33,2.5,Goalkeeper,Bundesliga,
Matheo Raab,27,0.6,Goalkeeper,Bundesliga,
Carl Klaus,32,0.35,Goalkeeper,Bundesliga,
Leopold Querfeld,22,18.0,Centre-Back,Bundesliga,
Danilho Doekhi,27,13.0,Centre-Back,Bundesliga,
Diogo Leite,27,12.0,Centre-Back,Bundesliga,
Stanley Nsoki,26,1.8,Centre-Back,Bundesliga,
Tom Rothe,21,10.0,Left-Back,Bundesliga,
Derrick Köhn,27,4.0,Left-Back,Bundesliga,
Andrik Markgraf,20,,Left-Back,Bundesliga,
Josip Juranovic,30,2.5,Right-Back,Bundesliga,
Christopher Trimmel,39,0.6,Right-Back,Bundesliga,
Aljoscha Kemlein,21,9.0,Defensive Midfield,Bundesliga,
Rani Khedira,32,2.0,Defensive Midfield,Bundesliga,
András Schäfer,26,4.5,Central Midfield,Bundesliga,
Alex Král,27,4.0,Central Midfield,Bundesliga,
Janik Haberer,31,2.5,Central Midfield,Bundesliga,
Robert Skov,29,3.0,Left Midfield,Bundesliga,
Woo-yeong Jeong,26,3.5,Attacking Midfield,Bundesliga,
Livan Burcu,21,4.0,Left Winger,Bundesliga,
David Preu,21,0.4,Left Winger,Bundesliga,
Ilyas Ansah,21,12.0,Centre-Forward,Bundesliga,
Andrej Ilic,25,6.0,Centre-Forward,Bundesliga,
Oliver Burke,28,4.0,Centre-Forward,Bundesliga,
Tim Skarke,29,1.8,Centre-Forward,Bundesliga,
Dmytro Bogdanov,19,0.6,Centre-Forward,Bundesliga,
Nikola Vasilj,30,4.5,Goalkeeper,Bundesliga,
Ben Voll,25,0.5,Goalkeeper,Bundesliga,
Simon Spari,23,0.35,Goalkeeper,Bundesliga,
Emil Gazdov,22,0.175,Goalkeeper,Bundesliga,
Eric Smith,29,5.0,Centre-Back,Bundesliga,
David Nemeth,24,4.0,Centre-Back,Bundesliga,
Hauke Wahl,31,1.5,Centre-Back,Bundesliga,
Tomoya Ando,27,1.0,Centre-Back,Bundesliga,
Adam Dzwigala,30,0.9,Centre-Back,Bundesliga,
Karol Mets,32,0.8,Centre-Back,Bundesliga,
Jannik Robatsch,21,0.6,Centre-Back,Bundesliga,
Louis Oppie,23,3.0,Left-Back,Bundesliga,
Lars Ritzka,27,1.0,Left-Back,Bundesliga,
Arkadiusz Pyrka,23,3.0,Right-Back,Bundesliga,
Manolis Saliakas,29,2.5,Right-Back,Bundesliga,
Fin Stevens,22,0.5,Right-Back,Bundesliga,
James Sands,25,4.0,Defensive Midfield,Bundesliga,
Marwin Schmitz,19,0.2,Defensive Midfield,Bundesliga,
Joel Chima Fujita,24,8.0,Central Midfield,Bundesliga,
Mathias Rasmussen,28,2.5,Central Midfield,Bundesliga,
Connor Metcalfe,26,2.0,Central Midfield,Bundesliga,
Jackson Irvine,33,1.5,Central Midfield,Bundesliga,
Nick Schmidt,18,0.125,Central Midfield,Bundesliga,
Danel Sinani,28,3.0,Attacking Midfield,Bundesliga,
Mathias Pereira Lage,29,3.5,Left Winger,Bundesliga,
Andréas Hountondji,23,5.0,Centre-Forward,Bundesliga,
Martijn Kaars,27,4.0,Centre-Forward,Bundesliga,
Taichi Hara,26,1.5,Centre-Forward,Bundesliga,
Ricky-Jade Jones,23,0.9,Centre-Forward,Bundesliga,
Abdoulie Ceesay,22,0.8,Centre-Forward,Bundesliga,
Diant Ramaj,24,7.0,Goalkeeper,Bundesliga,
Frank Feller,22,0.5,Goalkeeper,Bundesliga,
Paul Tschernuth,24,0.1,Goalkeeper,Bundesliga,
Tim Siersleben,26,2.5,Centre-Back,Bundesliga,
Benedikt Gimber,29,2.5,Centre-Back,Bundesliga,
Patrick Mainka,31,2.5,Centre-Back,Bundesliga,
Adam Kölle,19,1.0,Centre-Back,Bundesliga,
Jonas Föhrenbach,30,1.5,Left-Back,Bundesliga,
Leart Paçarada,31,1.0,Left-Back,Bundesliga,
Hennes Behrens,21,0.4,Left-Back,Bundesliga,
Leonidas Stergiou,24,3.5,Right-Back,Bundesliga,
Omar Traoré,28,3.0,Right-Back,Bundesliga,
Marnon Busch,31,1.2,Right-Back,Bundesliga,
Niklas Dorsch,28,3.0,Defensive Midfield,Bundesliga,
Julian Niehues,24,1.5,Defensive Midfield,Bundesliga,
Jan Schöppner,26,4.0,Central Midfield,Bundesliga,
Luca Kerber,24,2.0,Central Midfield,Bundesliga,
Nick Rothweiler,19,0.25,Central Midfield,Bundesliga,
Arijon Ibrahimovic,20,5.0,Attacking Midfield,Bundesliga,
Adrian Beck,28,2.0,Attacking Midfield,Bundesliga,
Mathias Honsak,29,2.0,Left Winger,Bundesliga,
Yannik Wagner,18,0.8,Left Winger,Bundesliga,
Eren Dinkçi,24,6.0,Right Winger,Bundesliga,
Sirlord Conteh,29,1.5,Right Winger,Bundesliga,
Christian Conteh,26,0.8,Right Winger,Bundesliga,
Marvin Pieringer,26,4.5,Centre-Forward,Bundesliga,
Mikkel Kaufmann,25,1.8,Centre-Forward,Bundesliga,
Budu Zivzivadze,32,1.2,Centre-Forward,Bundesliga,
Stefan Schimmer,31,0.5,Centre-Forward,Bundesliga,
Lucas Chevalier,24,35.0,Goalkeeper,Ligue 1,
Matvey Safonov,27,15.0,Goalkeeper,Ligue 1,
Renato Marin,19,0.5,Goalkeeper,Ligue 1,
Willian Pacho,24,70.0,Centre-Back,Ligue 1,
Ilya Zabarnyi,23,50.0,Centre-Back,Ligue 1,
Marquinhos,31,30.0,Centre-Back,Ligue 1,
Lucas Beraldo,22,20.0,Centre-Back,Ligue 1,
Nuno Mendes,23,75.0,Left-Back,Ligue 1,
Lucas Hernández,30,20.0,Left-Back,Ligue 1,
Achraf Hakimi,27,80.0,Right-Back,Ligue 1,
Vitinha,26,110.0,Defensive Midfield,Ligue 1,
João Neves,21,110.0,Central Midfield,Ligue 1,
Warren Zaïre-Emery,20,50.0,Central Midfield,Ligue 1,
Fabián Ruiz,29,40.0,Central Midfield,Ligue 1,
Senny Mayulu,19,40.0,Central Midfield,Ligue 1,
Kang-in Lee,25,25.0,Attacking Midfield,Ligue 1,
Dro Fernández,18,10.0,Attacking Midfield,Ligue 1,
Khvicha Kvaratskhelia,25,90.0,Left Winger,Ligue 1,
Bradley Barcola,23,70.0,Left Winger,Ligue 1,
Quentin Ndjantou,18,7.0,Left Winger,Ligue 1,
Désiré Doué,20,90.0,Right Winger,Ligue 1,
Ibrahim Mbaye,18,25.0,Right Winger,Ligue 1,
Ousmane Dembélé,28,100.0,Centre-Forward,Ligue 1,
Gonçalo Ramos,24,35.0,Centre-Forward,Ligue 1,
Gerónimo Rulli,33,9.0,Goalkeeper,Ligue 1,
Jeffrey de Lange,27,2.0,Goalkeeper,Ligue 1,
Jelle Van Neck,22,,Goalkeeper,Ligue 1,
Théo Vermot,29,,Goalkeeper,Ligue 1,
Nayef Aguerd,29,22.0,Centre-Back,Ligue 1,
Leonardo Balerdi,27,20.0,Centre-Back,Ligue 1,
Benjamin Pavard,29,20.0,Centre-Back,Ligue 1,
Facundo Medina,26,20.0,Centre-Back,Ligue 1,
CJ Egan-Riley,23,12.0,Centre-Back,Ligue 1,
Emerson,31,10.0,Left-Back,Ligue 1,
Arthur Vermeeren,21,28.0,Defensive Midfield,Ligue 1,
Pierre-Emile Højbjerg,30,18.0,Defensive Midfield,Ligue 1,
Geoffrey Kondogbia,33,5.0,Defensive Midfield,Ligue 1,
Tochukwu Nnadi,22,2.0,Defensive Midfield,Ligue 1,
Quinten Timber,24,25.0,Central Midfield,Ligue 1,
Bilal Nadir,22,9.0,Central Midfield,Ligue 1,
Timothy Weah,26,20.0,Right Midfield,Ligue 1,
Ethan Nwaneri,18,40.0,Attacking Midfield,Ligue 1,
Himad Abdelli,26,7.0,Attacking Midfield,Ligue 1,
Igor Paixão,25,35.0,Left Winger,Ligue 1,
Hamed Traoré,26,15.0,Left Winger,Ligue 1,
Mason Greenwood,24,50.0,Right Winger,Ligue 1,
Amine Gouiri,26,28.0,Centre-Forward,Ligue 1,
Pierre-Emerick Aubameyang,36,3.0,Centre-Forward,Ligue 1,
Philipp Köhn,27,4.0,Goalkeeper,Ligue 1,
Lukas Hradecky,36,1.8,Goalkeeper,Ligue 1,
Jules Stawiecki,18,0.15,Goalkeeper,Ligue 1,
Yann Lienard,23,0.1,Goalkeeper,Ligue 1,
Thilo Kehrer,29,18.0,Centre-Back,Ligue 1,
Christian Mawissa,20,15.0,Centre-Back,Ligue 1,
Wout Faes,27,12.0,Centre-Back,Ligue 1,
Mohammed Salisu,26,10.0,Centre-Back,Ligue 1,
Eric Dier,32,7.0,Centre-Back,Ligue 1,
Caio Henrique,28,15.0,Left-Back,Ligue 1,
Kassoum Ouattara,21,9.0,Left-Back,Ligue 1,
Vanderson,24,20.0,Right-Back,Ligue 1,
