player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Thibault De Smet,Reims,D S,Ligue 1,2022,22,1767,0,1,0.0,1.17,0,0.0,0,11,6.43,5.67,0.0,0.0509,0.0,0.0594,0.0,0.0,0.0,0.5603,0.3274,0.2887,0.0,0.0,-0.0085
Julien Laporte,Lorient,D S,Ligue 1,2022,20,1655,0,0,0.18,0.01,0,0.18,5,1,3.6,3.6,0.0,0.0,0.0096,0.0005,0.0,0.0096,0.2719,0.0544,0.196,0.1955,0.0,-0.0096,-0.0005
Birger Meling,Rennes,D S,Ligue 1,2022,27,1176,0,1,0.0,1.21,0,0.0,0,7,8.32,7.69,0.0,0.0765,0.0,0.0924,0.0,0.0,0.0,0.5357,0.6369,0.5885,0.0,0.0,-0.0159
Jordan Lotomba,Nice,D S,Ligue 1,2022,33,2460,0,2,1.13,0.73,0,1.13,14,15,10.63,9.36,0.0,0.0732,0.0415,0.0266,0.0,0.0415,0.5122,0.5488,0.3888,0.3423,0.0,-0.0415,0.0466
Lilian Brassier,Brest,D S,Ligue 1,2022,36,3096,0,0,0.87,1.02,0,0.87,20,7,5.54,4.96,0.0,0.0,0.0252,0.0296,0.0,0.0252,0.5814,0.2035,0.1612,0.1441,0.0,-0.0252,-0.0296
Jonas Omlin,Montpellier,GK,Ligue 1,2022,14,1166,0,0,0.0,0.0,0,0.0,0,0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0
Kiki Kouyate,Montpellier,D,Ligue 1,2022,15,1264,0,0,0.72,0.06,0,0.72,11,2,2.44,2.41,0.0,0.0,0.0514,0.0039,0.0,0.0514,0.7832,0.1424,0.1736,0.1717,0.0,-0.0514,-0.0039
Sinaly Diomande,Lyon,D S,Ligue 1,2022,24,1966,0,0,0.47,0.06,0,0.47,10,3,6.72,6.68,0.0,0.0,0.0214,0.0029,0.0,0.0214,0.4578,0.1373,0.3075,0.3058,0.0,-0.0214,-0.0029
Malo Gusto,Lyon,D M S,Ligue 1,2022,21,1616,0,1,0.62,2.99,0,0.62,7,23,7.8,6.31,0.0,0.0557,0.0344,0.1665,0.0,0.0344,0.3899,1.2809,0.4346,0.3516,0.0,-0.0344,-0.1108
Maxime Busi,Reims,D M S,Ligue 1,2022,21,1046,0,1,0.11,0.75,0,0.11,4,8,3.59,3.03,0.0,0.086,0.0096,0.0648,0.0,0.0096,0.3442,0.6883,0.3089,0.2604,0.0,-0.0096,0.0213
Dion Lopy,Reims,M S,Ligue 1,2022,29,1393,0,1,0.72,1.07,0,0.72,18,15,5.4,3.77,0.0,0.0646,0.0468,0.0694,0.0,0.0468,1.163,0.9691,0.3487,0.2433,0.0,-0.0468,-0.0048
Chimuanya Ugochukwu,Rennes,M S,Ligue 1,2022,26,1330,0,1,1.16,0.85,0,1.16,6,3,5.85,3.93,0.0,0.0677,0.0784,0.0573,0.0,0.0784,0.406,0.203,0.3957,0.266,0.0,-0.0784,0.0103
Maxime Estève,Montpellier,D S,Ligue 1,2022,23,1633,0,0,0.42,0.02,0,0.42,6,1,2.24,2.22,0.0,0.0,0.0234,0.0012,0.0,0.0234,0.3307,0.0551,0.1234,0.1222,0.0,-0.0234,-0.0012
Warmed Omari,Rennes,D S,Ligue 1,2022,16,1365,0,0,0.56,0.27,0,0.56,3,5,6.39,6.32,0.0,0.0,0.0368,0.0181,0.0,0.0368,0.1978,0.3297,0.4213,0.4167,0.0,-0.0368,-0.0181
Marco Bizot,Brest,GK,Ligue 1,2022,37,3330,0,0,0.0,0.0,0,0.0,0,0,2.57,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0694,0.0694,0.0,0.0,0.0
Gauthier Gallon,Troyes,GK,Ligue 1,2022,30,2668,0,0,0.0,0.01,0,0.0,0,1,1.12,1.12,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0337,0.0377,0.0377,0.0,0.0,-0.0002
Christopher Wooh,"Lens,Rennes",D S,Ligue 1,2022,14,1007,0,0,1.1,0.48,0,1.1,5,1,4.95,4.36,0.0,0.0,0.0987,0.0426,0.0,0.0987,0.4469,0.0894,0.4428,0.3896,0.0,-0.0987,-0.0426
Florent Ogier,Clermont Foot,D S,Ligue 1,2022,26,1682,0,1,0.12,1.05,0,0.12,2,5,2.24,2.21,0.0,0.0535,0.0066,0.0564,0.0,0.0066,0.107,0.2675,0.1199,0.1184,0.0,-0.0066,-0.0029
Alidu Seidu,Clermont Foot,D,Ligue 1,2022,28,2471,0,0,0.1,1.11,0,0.1,6,7,5.3,5.17,0.0,0.0,0.0035,0.0404,0.0,0.0035,0.2185,0.255,0.1932,0.1885,0.0,-0.0035,-0.0404
Pablo Rosario,Nice,D M S,Ligue 1,2022,31,1753,0,1,1.23,1.86,0,1.23,10,19,9.96,7.83,0.0,0.0513,0.0634,0.0954,0.0,0.0634,0.5134,0.9755,0.5113,0.402,0.0,-0.0634,-0.0441
Bradley Locko,"Brest,Reims",D M S,Ligue 1,2022,22,1315,0,0,0.16,0.52,0,0.16,5,10,3.4,2.85,0.0,0.0,0.0108,0.0358,0.0,0.0108,0.3422,0.6844,0.2326,0.1949,0.0,-0.0108,-0.0358
Léo Leroy,Montpellier,M S,Ligue 1,2022,27,1206,0,0,0.99,1.09,0,0.99,18,11,5.51,4.06,0.0,0.0,0.0742,0.0812,0.0,0.0742,1.3433,0.8209,0.4114,0.3027,0.0,-0.0742,-0.0812
Gideon Mensah,Auxerre,D,Ligue 1,2022,26,2266,0,0,0.15,2.13,0,0.15,5,26,6.36,5.26,0.0,0.0,0.0061,0.0847,0.0,0.0061,0.1986,1.0327,0.2527,0.209,0.0,-0.0061,-0.0847
Azor Matusiwa,Reims,M S,Ligue 1,2022,30,2504,0,0,0.24,0.97,0,0.24,10,24,11.44,10.43,0.0,0.0,0.0086,0.035,0.0,0.0086,0.3594,0.8626,0.4112,0.375,0.0,-0.0086,-0.035
Erik Palmer-Brown,Troyes,D S,Ligue 1,2022,38,3193,0,0,0.79,0.46,0,0.79,12,7,3.82,3.42,0.0,0.0,0.0222,0.0129,0.0,0.0222,0.3382,0.1973,0.1076,0.0965,0.0,-0.0222,-0.0129
Yohann Magnin,Clermont Foot,D M S,Ligue 1,2022,38,2372,0,0,0.81,2.68,0,0.81,17,21,6.97,4.35,0.0,0.0,0.0308,0.1017,0.0,0.0308,0.645,0.7968,0.2646,0.1652,0.0,-0.0308,-0.1017
Bonke Innocent,Lorient,M S,Ligue 1,2022,25,1189,0,1,0.13,0.22,0,0.13,4,6,3.29,3.01,0.0,0.0757,0.01,0.0163,0.0,0.01,0.3028,0.4542,0.2493,0.2278,0.0,-0.01,0.0594
Oumar Gonzalez,Ajaccio,D S,Ligue 1,2022,30,2591,0,0,0.4,0.0,0,0.4,11,0,2.77,2.77,0.0,0.0,0.0139,0.0,0.0,0.0139,0.3821,0.0,0.0962,0.0962,0.0,-0.0139,0.0
Mathieu Coutadeur,Ajaccio,M S,Ligue 1,2022,27,1964,0,0,0.06,0.92,0,0.06,4,10,4.11,3.92,0.0,0.0,0.0027,0.0422,0.0,0.0027,0.1833,0.4582,0.1884,0.1797,0.0,-0.0027,-0.0422
Kevin Spadanuda,Ajaccio,F M S,Ligue 1,2022,22,1068,0,1,0.66,0.58,0,0.66,7,8,1.94,0.75,0.0,0.0843,0.0558,0.049,0.0,0.0558,0.5899,0.6742,0.1635,0.0635,0.0,-0.0558,0.0353
Mohamed Youssouf,Ajaccio,D S,Ligue 1,2022,30,2462,0,0,0.33,0.73,0,0.33,5,15,1.95,1.47,0.0,0.0,0.012,0.0266,0.0,0.012,0.1828,0.5483,0.0711,0.0536,0.0,-0.012,-0.0266
Mory Diaw,Clermont Foot,GK,Ligue 1,2022,37,3330,0,0,0.0,0.12,0,0.0,0,3,4.52,4.4,0.0,0.0,0.0,0.0031,0.0,0.0,0.0,0.0811,0.1221,0.119,0.0,0.0,-0.0031
Mateusz Wieteska,Clermont Foot,D,Ligue 1,2022,35,3127,0,1,2.29,0.71,0,2.29,16,3,6.62,6.6,0.0,0.0288,0.0659,0.0205,0.0,0.0659,0.4605,0.0863,0.1905,0.19,0.0,-0.0659,0.0083
Rasmus Nicolaisen,Toulouse,D,Ligue 1,2022,34,3003,0,2,0.78,1.09,0,0.78,13,4,11.97,11.92,0.0,0.0599,0.0235,0.0326,0.0,0.0235,0.3896,0.1199,0.3587,0.3573,0.0,-0.0235,0.0273
Youssouf M&#039;Changama,Auxerre,M S,Ligue 1,2022,26,1059,0,0,0.63,1.08,0,0.63,19,10,2.77,1.92,0.0,0.0,0.0538,0.0914,0.0,0.0538,1.6147,0.8499,0.2355,0.1628,0.0,-0.0538,-0.0914
Andreas Bruus,Troyes,D M S,Ligue 1,2022,27,1623,0,2,0.68,1.52,0,0.68,11,21,3.59,1.92,0.0,0.1109,0.0376,0.0843,0.0,0.0376,0.61,1.1645,0.1989,0.1066,0.0,-0.0376,0.0266
Yahia Fofana,Angers,GK,Ligue 1,2022,11,990,0,0,0.0,0.0,0,0.0,0,0,1.47,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134,0.134,0.0,0.0,0.0
Gédéon Kalulu,Lorient,D S,Ligue 1,2022,29,2447,0,4,0.44,1.54,0,0.44,10,23,7.89,6.52,0.0,0.1471,0.0161,0.0568,0.0,0.0161,0.3678,0.8459,0.2901,0.2396,0.0,-0.0161,0.0903
Emmanuel Agbadou,Reims,D M S,Ligue 1,2022,29,2387,0,3,1.78,2.91,0,1.78,23,13,9.34,7.88,0.0,0.1131,0.0671,0.1096,0.0,0.0671,0.8672,0.4902,0.352,0.297,0.0,-0.0671,0.0035
Thierno Baldé,Troyes,D M S,Ligue 1,2022,31,2176,0,1,0.3,1.02,0,0.3,7,19,3.03,1.99,0.0,0.0414,0.0124,0.0424,0.0,0.0124,0.2895,0.7858,0.1252,0.0822,0.0,-0.0124,-0.001
Mohamed Camara,Monaco,M S,Ligue 1,2022,29,2206,0,3,0.96,2.23,0,0.96,27,18,12.11,9.56,0.0,0.1224,0.0392,0.0909,0.0,0.0392,1.1015,0.7344,0.4942,0.39,0.0,-0.0392,0.0314
Sael Kumbedi,Lyon,D M S,Ligue 1,2022,20,1309,0,2,0.37,1.55,0,0.37,9,10,5.2,4.2,0.0,0.1375,0.0255,0.1068,0.0,0.0255,0.6188,0.6875,0.3574,0.2885,0.0,-0.0255,0.0307
Gabriel Suazo,Toulouse,D S,Ligue 1,2022,18,1253,0,1,0.15,0.73,0,0.15,3,11,6.44,6.03,0.0,0.0718,0.0109,0.0528,0.0,0.0109,0.2155,0.7901,0.4623,0.4333,0.0,-0.0109,0.019
Erling Haaland,Manchester City,F S,Premier League,2023,31,2581,27,5,31.65,4.75,20,25.56,122,29,30.2,3.13,0.9415,0.1744,1.1038,0.1657,0.6974,0.8914,4.2542,1.0112,1.053,0.1091,0.2213,-0.1623,0.0087
Cole Palmer,"Chelsea,Manchester City",F M S,Premier League,2023,34,2640,22,11,17.83,11.87,13,10.98,108,72,31.04,15.3,0.75,0.375,0.6079,0.4046,0.4432,0.3744,3.6818,2.4545,1.0581,0.5217,0.2037,0.1421,-0.0296
Alexander Isak,Newcastle United,F S,Premier League,2023,30,2305,21,2,22.07,3.65,16,17.51,78,27,24.04,5.75,0.82,0.0781,0.8619,0.1426,0.6247,0.6836,3.0456,1.0542,0.9387,0.2247,0.2692,-0.0419,-0.0645
Dominic Solanke,Bournemouth,F S,Premier League,2023,38,3346,19,3,21.41,3.54,17,19.12,109,39,22.59,4.08,0.5111,0.0807,0.5758,0.0953,0.4573,0.5144,2.9319,1.049,0.6076,0.1097,0.1743,-0.0647,-0.0146
Phil Foden,Manchester City,F M S,Premier League,2023,35,2895,19,8,11.31,8.52,19,11.31,105,73,30.42,17.0,0.5907,0.2487,0.3515,0.2648,0.5907,0.3515,3.2642,2.2694,0.9456,0.5285,0.181,0.2391,-0.016
Ollie Watkins,Aston Villa,F,Premier League,2023,37,3250,19,13,19.26,7.75,19,19.26,106,45,29.23,5.9,0.5262,0.36,0.5335,0.2145,0.5262,0.5335,2.9354,1.2462,0.8094,0.1634,0.1792,-0.0073,0.1455
Mohamed Salah,Liverpool,F S,Premier League,2023,32,2556,18,10,21.94,12.33,13,16.61,114,66,31.88,8.36,0.6338,0.3521,0.7726,0.4342,0.4577,0.585,4.0141,2.3239,1.1224,0.2945,0.1579,-0.1388,-0.0821
Son Heung-Min,Tottenham,F M S,Premier League,2023,35,2989,17,10,12.98,13.34,15,11.46,85,69,30.12,10.45,0.5119,0.3011,0.3908,0.4017,0.4517,0.345,2.5594,2.0776,0.9068,0.3145,0.2,0.1211,-0.1006
Jarrod Bowen,West Ham,F M,Premier League,2023,34,3026,16,6,13.5,6.44,16,13.5,85,32,17.77,2.46,0.4759,0.1785,0.4015,0.1915,0.4759,0.4015,2.5281,0.9518,0.5285,0.0731,0.1882,0.0744,-0.013
Jean-Philippe Mateta,Crystal Palace,F S,Premier League,2023,35,2303,16,5,12.29,3.53,14,10.77,46,32,15.49,2.85,0.6253,0.1954,0.4803,0.1378,0.5471,0.4208,1.7977,1.2505,0.6052,0.1115,0.3478,0.145,0.0576
Bukayo Saka,Arsenal,F,Premier League,2023,35,2990,16,8,16.81,11.33,10,12.24,107,89,30.36,13.23,0.4816,0.2408,0.5059,0.3409,0.301,0.3684,3.2207,2.6789,0.9138,0.3982,0.1495,-0.0243,-0.1001
Chris Wood,Nottingham Forest,F S,Premier League,2023,31,1797,14,1,13.36,1.99,14,13.36,48,22,15.35,0.92,0.7012,0.0501,0.6693,0.0995,0.7012,0.6693,2.404,1.1018,0.7685,0.0459,0.2917,0.0318,-0.0494
Nicolas Jackson,Chelsea,F M S,Premier League,2023,35,2818,14,5,19.86,5.28,14,19.86,80,36,27.92,7.27,0.4471,0.1597,0.6343,0.1687,0.4471,0.6343,2.555,1.1498,0.8916,0.2322,0.175,-0.1872,-0.0091
Kai Havertz,Arsenal,F M S,Premier League,2023,37,2651,13,7,13.47,5.81,12,12.7,69,45,24.79,9.35,0.4413,0.2376,0.4572,0.1974,0.4074,0.4313,2.3425,1.5277,0.8416,0.3173,0.1884,-0.0158,0.0403
Yoane Wissa,Brentford,F S,Premier League,2023,34,2556,12,3,11.17,3.83,12,11.17,67,29,16.37,4.59,0.4225,0.1056,0.3933,0.1348,0.4225,0.3933,2.3592,1.0211,0.5764,0.1615,0.1791,0.0292,-0.0292
Matheus Cunha,Wolverhampton Wanderers,F M S,Premier League,2023,32,2499,12,7,10.23,3.92,11,9.47,73,28,12.99,2.34,0.4322,0.2521,0.3684,0.1412,0.3962,0.341,2.6291,1.0084,0.4676,0.0842,0.1644,0.0638,0.1109
Leandro Trossard,Arsenal,F M S,Premier League,2023,34,1649,12,1,9.58,3.25,12,9.58,60,24,16.98,5.5,0.6549,0.0546,0.5226,0.1775,0.6549,0.5226,3.2747,1.3099,0.9266,0.3003,0.2,0.1323,-0.1229
Hee-Chan Hwang,Wolverhampton Wanderers,F M S,Premier League,2023,29,2154,12,3,8.68,3.14,11,7.92,45,17,12.02,2.62,0.5014,0.1253,0.3628,0.1312,0.4596,0.3309,1.8802,0.7103,0.5024,0.1096,0.2667,0.1386,-0.0059
Richarlison,Tottenham,F M S,Premier League,2023,28,1511,11,4,9.62,1.97,11,9.62,61,15,12.74,2.29,0.6552,0.2383,0.5729,0.1172,0.6552,0.5729,3.6334,0.8934,0.7585,0.1363,0.1803,0.0823,0.1211
Anthony Gordon,Newcastle United,F M S,Premier League,2023,35,2956,11,10,11.29,8.83,10,10.53,81,56,26.57,11.44,0.3349,0.3045,0.3439,0.2689,0.3045,0.3207,2.4662,1.705,0.809,0.3484,0.1358,-0.0089,0.0355
Eberechi Eze,Crystal Palace,F M S,Premier League,2023,27,2097,11,4,9.37,6.84,10,8.61,83,54,16.38,6.35,0.4721,0.1717,0.4023,0.2938,0.4292,0.3696,3.5622,2.3176,0.7031,0.2724,0.1325,0.0698,-0.1221
Darwin Núñez,Liverpool,F S,Premier League,2023,36,2037,11,8,19.19,5.95,11,18.43,108,33,25.08,5.31,0.486,0.3535,0.8478,0.2629,0.486,0.8141,4.7717,1.458,1.108,0.2348,0.1019,-0.3618,0.0906
Julián Álvarez,Manchester City,F M S,Premier League,2023,36,2682,11,8,14.37,5.82,9,12.85,98,66,27.16,13.09,0.3691,0.2685,0.4823,0.1954,0.302,0.4312,3.2886,2.2148,0.9115,0.4392,0.1122,-0.1132,0.073
Carlton Morris,Luton,F M S,Premier League,2023,38,2879,11,4,12.31,3.69,6,8.5,72,22,12.55,5.2,0.3439,0.125,0.3847,0.1154,0.1876,0.2657,2.2508,0.6877,0.3922,0.1626,0.1528,-0.0408,0.0096
Bruno Fernandes,Manchester United,F M,Premier League,2023,35,3121,10,8,10.75,13.16,6,6.94,95,113,22.69,12.65,0.2884,0.2307,0.3099,0.3795,0.173,0.2001,2.7395,3.2586,0.6544,0.3647,0.1053,-0.0215,-0.1488
Leon Bailey,Aston Villa,F M S,Premier League,2023,35,2112,10,9,6.47,10.3,10,6.47,53,51,17.99,6.67,0.4261,0.3835,0.2755,0.4389,0.4261,0.2755,2.2585,2.1733,0.7666,0.2843,0.1887,0.1506,-0.0554
Diogo Jota,Liverpool,F S,Premier League,2023,21,1164,10,3,6.72,3.2,10,6.72,41,23,12.29,5.31,0.7732,0.232,0.5199,0.2472,0.7732,0.5199,3.1701,1.7784,0.9502,0.4109,0.2439,0.2532,-0.0152
Michael Olise,Crystal Palace,F M S,Premier League,2023,19,1281,10,6,5.69,5.2,9,4.93,56,35,12.08,5.05,0.7026,0.4215,0.3996,0.3651,0.6323,0.3461,3.9344,2.459,0.8484,0.3546,0.1786,0.303,0.0564
Rasmus Højlund,Manchester United,F S,Premier League,2023,30,2210,10,2,9.34,1.78,10,9.34,38,28,11.46,2.95,0.4072,0.0814,0.3803,0.0725,0.4072,0.3803,1.5475,1.1403,0.4668,0.1201,0.2632,0.0269,0.009
Elijah Adebayo,Luton,F M S,Premier League,2023,27,1422,10,0,6.63,0.81,10,6.63,31,14,8.28,1.94,0.6329,0.0,0.4197,0.0515,0.6329,0.4197,1.962,0.8861,0.5241,0.1229,0.3226,0.2132,-0.0515
Callum Wilson,Newcastle United,F S,Premier League,2023,20,963,9,1,10.12,0.93,7,8.6,35,8,10.55,1.86,0.8411,0.0935,0.9462,0.0873,0.6542,0.8039,3.271,0.7477,0.9858,0.1739,0.2571,-0.1051,0.0062
Douglas Luiz,Aston Villa,M,Premier League,2023,35,3043,9,5,7.57,5.29,5,4.53,48,53,17.31,13.62,0.2662,0.1479,0.224,0.1564,0.1479,0.1339,1.4197,1.5675,0.512,0.403,0.1875,0.0422,-0.0085
Bryan Mbeumo,Brentford,F S,Premier League,2023,25,1954,9,6,9.16,5.14,6,6.87,53,32,15.16,6.12,0.4145,0.2764,0.4218,0.2368,0.2764,0.3167,2.4411,1.4739,0.6981,0.2821,0.1698,-0.0073,0.0396
João Pedro,Brighton,F M S,Premier League,2023,31,2026,9,3,11.92,5.42,5,8.11,75,37,17.55,7.59,0.3998,0.1333,0.5295,0.2409,0.2221,0.3604,3.3317,1.6436,0.7795,0.3372,0.12,-0.1297,-0.1076
Rodrigo Muniz,Fulham,F S,Premier League,2023,26,1602,9,1,8.48,1.39,9,8.48,72,16,9.76,2.1,0.5056,0.0562,0.4765,0.078,0.5056,0.4765,4.0449,0.8989,0.5481,0.1181,0.125,0.0291,-0.0218
Raheem Sterling,Chelsea,F M S,Premier League,2023,31,1987,8,4,8.57,4.97,8,8.57,51,30,19.29,8.9,0.3624,0.1812,0.3883,0.2252,0.3624,0.3883,2.31,1.3588,0.8737,0.403,0.1569,-0.026,-0.044
Rodri,Manchester City,M,Premier League,2023,34,2967,8,9,4.29,5.33,8,4.29,62,50,31.62,26.29,0.2427,0.273,0.1303,0.1616,0.2427,0.1303,1.8807,1.5167,0.9592,0.7975,0.129,0.1124,0.1114
Martin Odegaard,Arsenal,M,Premier League,2023,35,3117,8,10,7.67,11.58,6,6.15,77,102,29.82,18.14,0.231,0.2887,0.2215,0.3343,0.1732,0.1775,2.2233,2.9451,0.8609,0.5237,0.1039,0.0095,-0.0455
Callum Hudson-Odoi,Nottingham Forest,F M S,Premier League,2023,29,1844,8,1,3.02,3.09,8,3.02,38,36,12.36,6.95,0.3905,0.0488,0.1474,0.1507,0.3905,0.1474,1.8547,1.757,0.6031,0.3391,0.2105,0.2431,-0.1019
Dejan Kulusevski,Tottenham,F M S,Premier League,2023,36,2787,8,3,5.84,8.62,8,5.84,57,65,23.72,12.51,0.2583,0.0969,0.1884,0.2782,0.2583,0.1884,1.8407,2.099,0.7659,0.4039,0.1404,0.0699,-0.1813
Luis Díaz,Liverpool,F S,Premier League,2023,37,2706,8,5,12.86,6.48,8,12.86,94,64,24.43,10.31,0.2661,0.1663,0.4279,0.2156,0.2661,0.4279,3.1264,2.1286,0.8124,0.3429,0.0851,-0.1618,-0.0493
Cody Gakpo,Liverpool,F M S,Premier League,2023,35,1640,8,5,8.77,4.23,8,8.77,66,25,17.55,6.47,0.439,0.2744,0.4812,0.2321,0.439,0.4812,3.622,1.372,0.9631,0.3553,0.1212,-0.0422,0.0423
Antoine Semenyo,Bournemouth,M S,Premier League,2023,33,2141,8,2,6.42,3.8,8,6.42,70,29,15.41,5.71,0.3363,0.0841,0.27,0.1597,0.3363,0.27,2.9426,1.2191,0.6478,0.2401,0.1143,0.0663,-0.0757
Mohammed Kudus,West Ham,F M S,Premier League,2023,33,2490,8,6,5.18,3.51,8,5.18,66,28,11.52,4.34,0.2892,0.2169,0.1871,0.1268,0.2892,0.1871,2.3855,1.012,0.4163,0.1568,0.1212,0.102,0.09
Marcus Rashford,Manchester United,F M S,Premier League,2023,33,2292,7,2,7.66,2.39,5,6.14,62,24,12.69,4.95,0.2749,0.0785,0.3008,0.0939,0.1963,0.2411,2.4346,0.9424,0.4982,0.1944,0.1129,-0.026,-0.0153
James Ward-Prowse,West Ham,M S,Premier League,2023,37,3025,7,7,5.64,8.11,5,4.12,44,64,11.99,7.07,0.2083,0.2083,0.1678,0.2412,0.1488,0.1225,1.3091,1.9041,0.3568,0.2102,0.1591,0.0405,-0.033
Abdoulaye Doucouré,Everton,M,Premier League,2023,32,2678,7,1,10.2,2.55,7,10.2,47,33,13.34,5.22,0.2353,0.0336,0.3429,0.0858,0.2353,0.3429,1.5795,1.109,0.4482,0.1756,0.1489,-0.1077,-0.0522
Odsonne Edouard,Crystal Palace,F M S,Premier League,2023,30,1534,7,0,7.87,1.04,7,7.87,51,18,8.32,2.14,0.4107,0.0,0.4617,0.0608,0.4107,0.4617,2.9922,1.0561,0.4879,0.1253,0.1373,-0.051,-0.0608
Raúl Jiménez,Fulham,F S,Premier League,2023,24,1423,7,0,5.99,1.69,7,5.99,41,11,7.9,1.74,0.4427,0.0,0.3789,0.107,0.4427,0.3789,2.5931,0.6957,0.4998,0.1099,0.1707,0.0639,-0.107
Declan Rice,Arsenal,M S,Premier League,2023,38,3256,7,8,3.19,5.9,7,3.19,58,47,19.68,16.13,0.1935,0.2211,0.0881,0.1629,0.1935,0.0881,1.6032,1.2991,0.5439,0.4459,0.1207,0.1054,0.0582
Dominic Calvert-Lewin,Everton,F S,Premier League,2023,32,2234,7,2,13.63,3.07,5,12.1,73,19,11.61,1.84,0.282,0.0806,0.549,0.1236,0.2014,0.4877,2.9409,0.7654,0.4679,0.0739,0.0959,-0.267,-0.043
Scott McTominay,Manchester United,F M S,Premier League,2023,32,1861,7,1,6.78,1.06,7,6.78,44,11,9.31,3.72,0.3385,0.0484,0.3278,0.0514,0.3385,0.3278,2.1279,0.532,0.4505,0.18,0.1591,0.0108,-0.003
Justin Kluivert,Bournemouth,M S,Premier League,2023,32,2029,7,1,7.3,1.67,7,7.3,56,21,11.76,4.57,0.3105,0.0444,0.3237,0.074,0.3105,0.3237,2.484,0.9315,0.5215,0.2028,0.125,-0.0132,-0.0297
Tomas Soucek,West Ham,M S,Premier League,2023,37,2885,7,2,7.47,2.15,7,7.47,42,20,12.12,6.04,0.2184,0.0624,0.2329,0.0671,0.2184,0.2329,1.3102,0.6239,0.3782,0.1884,0.1667,-0.0146,-0.0047
Bruno Guimarães,Newcastle United,M,Premier League,2023,37,3292,7,8,4.98,7.89,7,4.98,48,62,23.88,18.57,0.1914,0.2187,0.1361,0.2157,0.1914,0.1361,1.3123,1.695,0.6529,0.5077,0.1458,0.0553,0.003
Alejandro Garnacho,Manchester United,M S,Premier League,2023,36,2601,7,4,9.87,5.92,7,9.87,100,46,18.37,5.97,0.2422,0.1384,0.3414,0.2047,0.2422,0.3414,3.4602,1.5917,0.6356,0.2066,0.07,-0.0991,-0.0663
Michail Antonio,West Ham,F S,Premier League,2023,26,1775,6,2,6.03,1.56,6,6.03,30,9,8.23,2.52,0.3042,0.1014,0.3055,0.0791,0.3042,0.3055,1.5211,0.4563,0.4175,0.128,0.2,-0.0013,0.0223
Oliver McBurnie,Sheffield United,F S,Premier League,2023,21,1290,6,3,7.43,2.19,4,5.91,33,12,6.99,2.89,0.4186,0.2093,0.5184,0.1529,0.2791,0.4121,2.3023,0.8372,0.4879,0.2018,0.1818,-0.0997,0.0564
Neal Maupay,"Brentford,Everton",F S,Premier League,2023,31,1381,6,3,7.23,2.38,6,7.23,42,16,11.59,3.03,0.391,0.1955,0.4712,0.1553,0.391,0.4712,2.7371,1.0427,0.7555,0.1973,0.1429,-0.0802,0.0402
Bernardo Silva,Manchester City,M S,Premier League,2023,33,2599,6,9,4.1,8.53,6,4.1,34,65,24.37,15.58,0.2078,0.3117,0.1419,0.2953,0.2078,0.1419,1.1774,2.2509,0.844,0.5394,0.1765,0.0659,0.0163
Jacob Bruun Larsen,Burnley,F M S,Premier League,2023,32,1272,6,0,5.29,1.45,5,4.53,44,25,7.31,2.52,0.4245,0.0,0.3746,0.1029,0.3538,0.3207,3.1132,1.7689,0.5175,0.1783,0.1364,0.0499,-0.1029
Moussa Diaby,Aston Villa,F M S,Premier League,2023,38,2233,6,8,6.46,8.62,6,6.46,54,46,17.95,6.21,0.2418,0.3224,0.2603,0.3475,0.2418,0.2603,2.1764,1.854,0.7236,0.2503,0.1111,-0.0185,-0.025
Bobby Reid,Fulham,F M S,Premier League,2023,33,1431,6,2,5.47,1.58,6,5.47,33,17,6.41,1.68,0.3774,0.1258,0.344,0.0992,0.3774,0.344,2.0755,1.0692,0.4034,0.1055,0.1818,0.0334,0.0266
Sean Longstaff,Newcastle United,M S,Premier League,2023,35,2748,6,2,7.08,3.02,6,7.08,41,20,17.24,9.95,0.1965,0.0655,0.2318,0.0989,0.1965,0.2318,1.3428,0.655,0.5645,0.326,0.1463,-0.0353,-0.0334
John McGinn,Aston Villa,M,Premier League,2023,35,3053,6,4,4.67,5.63,6,4.67,40,45,20.78,13.85,0.1769,0.1179,0.1377,0.1659,0.1769,0.1377,1.1792,1.3266,0.6126,0.4081,0.15,0.0391,-0.048
Gabriel Martinelli,Arsenal,F S,Premier League,2023,35,2056,6,4,7.12,5.32,6,7.12,58,46,16.81,6.64,0.2626,0.1751,0.3117,0.233,0.2626,0.3117,2.5389,2.0136,0.7358,0.2906,0.1034,-0.049,-0.0579
Taiwo Awoniyi,Nottingham Forest,F S,Premier League,2023,20,1066,6,3,5.06,1.63,6,5.06,22,10,6.06,1.55,0.5066,0.2533,0.4273,0.1376,0.5066,0.4273,1.8574,0.8443,0.5117,0.1309,0.2727,0.0793,0.1157
