player_name,team,position,league,season,games,minutes,goals,assists,xG,xA,npg,npxG,shots,key_passes,xGChain,xGBuildup,goals_p90,assists_p90,xG_p90,xA_p90,npg_p90,npxG_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,goal_conversion,xG_overperf,xA_overperf
Álex Baena,Villarreal,F M S,La Liga,2024,32,2639,7,9,7.2,12.61,7,6.45,70,95,23.5,10.71,0.2387,0.3069,0.2454,0.4301,0.2387,0.22,2.3873,3.2399,0.8013,0.3652,0.1,-0.0067,-0.1232
Vedat Muriqi,Mallorca,F S,La Liga,2024,29,2081,7,2,10.99,2.7,5,8.76,54,27,10.1,1.42,0.3027,0.0865,0.4751,0.1168,0.2162,0.3787,2.3354,1.1677,0.4366,0.0615,0.1296,-0.1724,-0.0303
Cyle Larin,Mallorca,F S,La Liga,2024,32,1781,7,2,7.24,1.58,6,6.5,39,8,6.71,1.31,0.3537,0.1011,0.3661,0.0799,0.3032,0.3285,1.9708,0.4043,0.3389,0.066,0.1795,-0.0123,0.0211
Iñaki Williams,Athletic Club,F M S,La Liga,2024,35,2659,6,8,10.16,8.79,6,10.16,63,43,21.11,8.16,0.2031,0.2708,0.3439,0.2975,0.2031,0.3439,2.1324,1.4554,0.7145,0.2764,0.0952,-0.1408,-0.0267
Alex Berenguer,Athletic Club,F M S,La Liga,2024,36,2381,6,7,7.48,6.05,6,6.74,52,48,15.58,6.67,0.2268,0.2646,0.2827,0.2285,0.2268,0.2546,1.9656,1.8144,0.5888,0.252,0.1154,-0.0559,0.0361
Federico Valverde,Real Madrid,D M S,La Liga,2024,36,3035,6,4,2.51,4.41,6,2.51,57,39,28.01,23.32,0.1779,0.1186,0.0745,0.1307,0.1779,0.0745,1.6903,1.1565,0.8307,0.6915,0.1053,0.1034,-0.0121
Rodrygo,Real Madrid,F M S,La Liga,2024,30,1965,6,5,4.72,4.0,6,4.72,54,48,17.57,11.51,0.2748,0.229,0.2164,0.1834,0.2748,0.2164,2.4733,2.1985,0.8049,0.5271,0.1111,0.0584,0.0456
Jorge De Frutos,Rayo Vallecano,F M S,La Liga,2024,36,2573,6,3,7.01,4.13,6,7.01,52,31,13.92,4.14,0.2099,0.1049,0.2451,0.1446,0.2099,0.2451,1.8189,1.0843,0.487,0.1447,0.1154,-0.0352,-0.0397
Fermín López,Barcelona,M S,La Liga,2024,28,1224,6,5,4.76,4.71,6,4.76,41,29,15.65,7.85,0.4412,0.3676,0.3497,0.3465,0.4412,0.3497,3.0147,2.1324,1.1508,0.5775,0.1463,0.0914,0.0212
Alberto Moleiro,Las Palmas,F M S,La Liga,2024,35,2765,6,1,5.75,3.68,6,5.75,68,41,12.83,5.83,0.1953,0.0325,0.1871,0.1197,0.1953,0.1871,2.2134,1.3345,0.4176,0.1897,0.0882,0.0082,-0.0871
Roberto Fernández,Espanyol,F S,La Liga,2024,19,1537,6,0,3.25,0.89,6,3.25,21,8,5.28,1.4,0.3513,0.0,0.19,0.0523,0.3513,0.19,1.2297,0.4684,0.3093,0.0821,0.2857,0.1613,-0.0523
Umar Sadiq,"Real Sociedad,Valencia",F S,La Liga,2024,23,1040,5,0,4.48,0.89,5,4.48,25,7,5.73,1.37,0.4327,0.0,0.388,0.0771,0.4327,0.388,2.1635,0.6058,0.496,0.1184,0.2,0.0447,-0.0771
Joan Jordán,Alaves,M S,La Liga,2024,25,1397,5,2,4.28,2.17,2,1.31,17,30,4.52,3.42,0.3221,0.1288,0.2756,0.1398,0.1288,0.0841,1.0952,1.9327,0.2914,0.2201,0.2941,0.0465,-0.0109
Rubén García,Osasuna,F M S,La Liga,2024,36,2481,5,5,2.82,5.07,5,2.82,27,49,8.15,3.84,0.1814,0.1814,0.1023,0.1839,0.1814,0.1023,0.9794,1.7775,0.2956,0.1392,0.1852,0.0791,-0.0025
Borja Mayoral,Getafe,F S,La Liga,2024,24,1064,5,1,4.1,1.32,4,3.35,20,8,5.96,1.84,0.4229,0.0846,0.3465,0.1113,0.3383,0.2836,1.6917,0.6767,0.504,0.1557,0.25,0.0765,-0.0267
Mamadou Sylla,Real Valladolid,F M S,La Liga,2024,29,1569,5,1,4.97,0.96,1,2.0,22,13,3.72,1.24,0.2868,0.0574,0.2853,0.0553,0.0574,0.1147,1.262,0.7457,0.2134,0.0709,0.2273,0.0015,0.0021
Juan Cruz,Leganes,D F M S,La Liga,2024,34,2292,5,4,2.75,4.15,5,2.75,33,25,7.97,2.57,0.1963,0.1571,0.1081,0.1629,0.1963,0.1081,1.2958,0.9817,0.3131,0.1009,0.1515,0.0882,-0.0059
Juan Camilo Hernández,Real Betis,F S,La Liga,2024,15,1172,5,1,4.77,1.61,5,4.77,43,14,8.1,2.44,0.384,0.0768,0.3664,0.1238,0.384,0.3664,3.302,1.0751,0.6217,0.1876,0.1163,0.0175,-0.047
Takefusa Kubo,Real Sociedad,F M S,La Liga,2024,36,2392,5,0,4.22,5.49,5,4.22,43,45,14.76,6.53,0.1881,0.0,0.159,0.2066,0.1881,0.159,1.6179,1.6931,0.5555,0.2455,0.1163,0.0292,-0.2066
Aimar Oroz,Osasuna,F M S,La Liga,2024,37,3027,5,4,4.51,4.08,4,3.76,49,39,14.31,9.08,0.1487,0.1189,0.1339,0.1214,0.1189,0.1118,1.4569,1.1596,0.4254,0.27,0.102,0.0147,-0.0025
Nico Williams,Athletic Club,M S,La Liga,2024,29,1994,5,5,4.6,4.17,5,4.6,55,40,13.33,6.34,0.2257,0.2257,0.2075,0.1883,0.2257,0.2075,2.4824,1.8054,0.6016,0.2862,0.0909,0.0182,0.0374
Alfon,Celta Vigo,F M S,La Liga,2024,26,1382,5,2,4.9,3.2,5,4.9,45,24,10.4,3.85,0.3256,0.1302,0.3191,0.2085,0.3256,0.3191,2.9305,1.563,0.6774,0.2508,0.1111,0.0065,-0.0783
Antony,Real Betis,M S,La Liga,2024,17,1372,5,2,2.78,4.68,5,2.78,43,37,9.91,5.05,0.328,0.1312,0.1825,0.3071,0.328,0.1825,2.8207,2.4271,0.6503,0.3315,0.1163,0.1455,-0.1759
Carlos Vicente,Alaves,D F M S,La Liga,2024,37,3114,5,5,3.14,6.42,4,2.4,37,62,8.25,2.71,0.1445,0.1445,0.0907,0.1857,0.1156,0.0692,1.0694,1.7919,0.2384,0.0785,0.1351,0.0538,-0.0412
Leandro Cabrera,Espanyol,D S,La Liga,2024,33,2878,4,2,1.61,0.93,4,1.61,19,9,5.69,4.9,0.1251,0.0625,0.0503,0.029,0.1251,0.0503,0.5942,0.2814,0.1781,0.1532,0.2105,0.0748,0.0336
Antonio Martínez,Alaves,F S,La Liga,2024,28,965,4,0,3.82,0.68,4,3.82,44,12,4.94,1.52,0.3731,0.0,0.3561,0.0634,0.3731,0.3561,4.1036,1.1192,0.461,0.1416,0.0909,0.0169,-0.0634
Brahim Diaz,Real Madrid,F M S,La Liga,2024,31,1368,4,2,6.34,3.3,4,6.34,28,23,17.93,10.25,0.2632,0.1316,0.4172,0.2171,0.2632,0.4172,1.8421,1.5132,1.1799,0.6741,0.1429,-0.1541,-0.0855
Dani Vivian,Athletic Club,D S,La Liga,2024,32,2590,4,0,2.3,0.67,4,2.3,19,10,10.33,9.05,0.139,0.0,0.0799,0.0234,0.139,0.0799,0.6602,0.3475,0.3589,0.3146,0.2105,0.0591,-0.0234
Santiago Comesaña,Villarreal,M S,La Liga,2024,35,2597,4,2,4.79,2.94,4,4.79,39,28,16.32,12.05,0.1386,0.0693,0.166,0.1019,0.1386,0.166,1.3516,0.9704,0.5657,0.4177,0.1026,-0.0274,-0.0326
Álvaro García,Rayo Vallecano,F M S,La Liga,2024,36,2581,4,5,7.54,5.74,4,7.54,71,49,16.06,4.64,0.1395,0.1744,0.2628,0.2003,0.1395,0.2628,2.4758,1.7086,0.56,0.1619,0.0563,-0.1233,-0.026
Yangel Herrera,Girona,M S,La Liga,2024,29,2293,4,3,4.83,2.41,4,4.83,39,16,8.74,4.21,0.157,0.1177,0.1894,0.0945,0.157,0.1894,1.5307,0.628,0.3432,0.1652,0.1026,-0.0324,0.0233
Abel Ruiz,Girona,F S,La Liga,2024,23,1383,4,0,4.9,0.44,3,3.41,23,8,4.87,1.38,0.2603,0.0,0.3189,0.0286,0.1952,0.2222,1.4967,0.5206,0.3168,0.0901,0.1739,-0.0586,-0.0286
Dani Rodríguez,Mallorca,F M S,La Liga,2024,37,2207,4,7,3.41,4.18,4,3.41,31,33,6.87,3.31,0.1631,0.2855,0.1389,0.1703,0.1631,0.1389,1.2642,1.3457,0.28,0.135,0.129,0.0242,0.1152
Luis Rioja,"Alaves,Valencia",D M S,La Liga,2024,37,2898,4,3,3.95,4.48,2,2.47,30,35,9.85,5.42,0.1242,0.0932,0.1228,0.1391,0.0621,0.0766,0.9317,1.087,0.3058,0.1683,0.1333,0.0014,-0.0459
Arnaut Danjuma Groeneveld,"Girona,Villarreal",F M S,La Liga,2024,28,1562,4,0,4.42,2.28,4,4.42,36,24,6.55,1.86,0.2305,0.0,0.2545,0.1313,0.2305,0.2545,2.0743,1.3828,0.3776,0.1071,0.1111,-0.024,-0.1313
Juanlu Sanchez,Sevilla,D F M S,La Liga,2024,32,1740,4,4,2.92,2.71,4,2.92,13,25,9.5,5.51,0.2069,0.2069,0.1509,0.1403,0.2069,0.1509,0.6724,1.2931,0.4913,0.2849,0.3077,0.056,0.0666
Raul Moro,Real Valladolid,F M S,La Liga,2024,33,2352,4,5,4.52,5.58,4,4.52,45,44,10.96,3.58,0.1531,0.1913,0.1729,0.2137,0.1531,0.1729,1.7219,1.6837,0.4193,0.1371,0.0889,-0.0198,-0.0224
Pape Alassane Gueye,Villarreal,F M S,La Liga,2024,34,2246,4,0,3.89,1.54,4,3.89,54,16,10.8,6.8,0.1603,0.0,0.1559,0.0619,0.1603,0.1559,2.1638,0.6411,0.4327,0.2725,0.0741,0.0044,-0.0619
Pedri,Barcelona,M S,La Liga,2024,37,2941,4,5,2.51,7.81,4,2.51,24,70,31.43,23.62,0.1224,0.153,0.0768,0.2389,0.1224,0.0768,0.7344,2.1421,0.9617,0.7228,0.1667,0.0456,-0.0859
Óscar Mingueza,Celta Vigo,D M S,La Liga,2024,34,2761,4,6,2.16,5.68,4,2.16,33,33,19.63,15.25,0.1304,0.1956,0.0706,0.1852,0.1304,0.0706,1.0757,1.0757,0.64,0.4972,0.1212,0.0598,0.0104
Yeremi Pino,Villarreal,M S,La Liga,2024,34,1984,4,7,3.98,5.79,4,3.98,29,39,14.71,6.19,0.1815,0.3175,0.1806,0.2626,0.1815,0.1806,1.3155,1.7692,0.6672,0.2806,0.1379,0.0009,0.055
Isi Palazón,Rayo Vallecano,F M S,La Liga,2024,35,2166,4,4,5.38,4.51,4,5.38,61,47,10.83,5.45,0.1662,0.1662,0.2234,0.1874,0.1662,0.2234,2.5346,1.9529,0.4501,0.2266,0.0656,-0.0572,-0.0212
Pathé Ciss,Rayo Vallecano,D M S,La Liga,2024,33,2166,4,1,2.56,1.44,4,2.56,21,17,8.7,7.05,0.1662,0.0416,0.1064,0.06,0.1662,0.1064,0.8726,0.7064,0.3614,0.2929,0.1905,0.0598,-0.0184
Hugo Álvarez,Celta Vigo,D M S,La Liga,2024,26,1572,4,3,2.69,1.6,4,2.69,25,18,10.97,7.38,0.229,0.1718,0.154,0.0915,0.229,0.154,1.4313,1.0305,0.6279,0.4223,0.16,0.075,0.0803
Williot Swedberg,Celta Vigo,F M S,La Liga,2024,32,1329,4,5,5.42,2.35,4,5.42,32,16,9.57,3.78,0.2709,0.3386,0.3668,0.1592,0.2709,0.3668,2.167,1.0835,0.6481,0.2559,0.125,-0.0959,0.1794
Ramón Terrats,"Getafe,Villarreal",F M S,La Liga,2024,26,1356,4,1,2.91,3.27,4,2.91,21,17,8.12,3.24,0.2655,0.0664,0.1934,0.2169,0.2655,0.1934,1.3938,1.1283,0.5386,0.2149,0.1905,0.0721,-0.1505
Pablo Durán,Celta Vigo,F M S,La Liga,2024,27,1393,4,4,3.1,3.18,4,3.1,26,18,6.57,1.73,0.2584,0.2584,0.2,0.2052,0.2584,0.2,1.6798,1.163,0.4247,0.1117,0.1538,0.0584,0.0532
Vitor Roque,Real Betis,F S,La Liga,2024,22,1252,4,0,6.07,1.75,4,6.07,41,12,8.75,1.53,0.2875,0.0,0.4361,0.1258,0.2875,0.4361,2.9473,0.8626,0.6289,0.1103,0.0976,-0.1486,-0.1258
Isaac Romero,Sevilla,F M S,La Liga,2024,31,2200,4,2,8.18,2.59,4,7.43,54,20,10.55,1.73,0.1636,0.0818,0.3345,0.106,0.1636,0.3041,2.2091,0.8182,0.4316,0.0706,0.0741,-0.1709,-0.0242
Christantus Uche,Getafe,F M S,La Liga,2024,33,2542,4,6,3.54,4.28,4,3.54,50,29,10.61,4.32,0.1416,0.2124,0.1254,0.1514,0.1416,0.1254,1.7703,1.0268,0.3756,0.1529,0.08,0.0163,0.061
Rodrigo de Paul,Atletico Madrid,M S,La Liga,2024,34,2137,3,5,1.47,5.93,3,1.47,19,42,17.43,13.48,0.1263,0.2106,0.0618,0.2498,0.1263,0.0618,0.8002,1.7688,0.7339,0.5677,0.1579,0.0645,-0.0392
Marcos Alonso,Celta Vigo,D S,La Liga,2024,31,2660,3,0,4.14,1.85,0,1.91,34,21,12.61,11.55,0.1015,0.0,0.1402,0.0627,0.0,0.0648,1.1504,0.7105,0.4267,0.3909,0.0882,-0.0387,-0.0627
Oliver McBurnie,Las Palmas,F S,La Liga,2024,34,1835,3,6,6.04,3.45,3,6.04,32,23,10.24,1.57,0.1471,0.2943,0.2961,0.1692,0.1471,0.2961,1.5695,1.1281,0.5021,0.0771,0.0938,-0.149,0.125
Daniel Parejo,Villarreal,M S,La Liga,2024,36,2279,3,3,2.64,1.28,2,1.16,14,23,12.42,11.5,0.1185,0.1185,0.1044,0.0504,0.079,0.0457,0.5529,0.9083,0.4906,0.4541,0.2143,0.0141,0.0681
Unai López,Rayo Vallecano,M S,La Liga,2024,32,1740,3,1,1.56,0.91,3,1.56,26,19,6.35,4.65,0.1552,0.0517,0.0808,0.0469,0.1552,0.0808,1.3448,0.9828,0.3282,0.2407,0.1154,0.0743,0.0048
Álex Muñoz,Las Palmas,D S,La Liga,2024,21,1443,3,0,1.15,0.53,3,1.15,9,7,5.86,4.92,0.1871,0.0,0.0718,0.0331,0.1871,0.0718,0.5613,0.4366,0.3653,0.307,0.3333,0.1153,-0.0331
Jon Guridi,Alaves,F M S,La Liga,2024,33,2149,3,1,4.34,1.14,2,3.6,24,17,5.95,2.39,0.1256,0.0419,0.1818,0.0478,0.0838,0.1507,1.0051,0.712,0.2492,0.1,0.125,-0.0562,-0.0059
Nicolas Pepe,Villarreal,F M S,La Liga,2024,28,1483,3,6,5.28,5.5,3,5.28,39,33,13.81,4.78,0.1821,0.3641,0.3206,0.3341,0.1821,0.3206,2.3668,2.0027,0.8379,0.2899,0.0769,-0.1385,0.0301
Brais Méndez,Real Sociedad,F M S,La Liga,2024,27,1552,3,2,4.05,2.27,3,4.05,28,23,6.52,1.48,0.174,0.116,0.2349,0.1317,0.174,0.2349,1.6237,1.3338,0.3782,0.0855,0.1071,-0.0609,-0.0158
Marash Kumbulla,Espanyol,D S,La Liga,2024,35,2981,3,0,2.69,0.29,3,2.69,16,1,3.53,3.12,0.0906,0.0,0.0814,0.0087,0.0906,0.0814,0.4831,0.0302,0.1066,0.0943,0.1875,0.0092,-0.0087
Lucas Torró,Osasuna,M,La Liga,2024,35,2983,3,0,2.67,0.98,3,2.67,30,10,6.21,5.21,0.0905,0.0,0.0807,0.0296,0.0905,0.0807,0.9051,0.3017,0.1874,0.1573,0.1,0.0098,-0.0296
Bryan Gil Salvatierra,Girona,D F M S,La Liga,2024,25,1769,3,3,2.35,2.93,3,2.35,32,22,7.85,4.51,0.1526,0.1526,0.1198,0.1489,0.1526,0.1198,1.628,1.1193,0.3995,0.2296,0.0938,0.0329,0.0037
Sergio Camello,Rayo Vallecano,F S,La Liga,2024,23,1150,3,2,3.94,2.31,3,3.94,32,19,6.91,1.97,0.2348,0.1565,0.3083,0.1807,0.2348,0.3083,2.5043,1.487,0.5407,0.1542,0.0938,-0.0735,-0.0242
Carles Pérez,Getafe,M S,La Liga,2024,27,1438,3,0,3.45,1.21,3,3.45,34,16,5.97,1.64,0.1878,0.0,0.2161,0.076,0.1878,0.2161,2.128,1.0014,0.3737,0.1027,0.0882,-0.0284,-0.076
Martin Valjent,Mallorca,D,La Liga,2024,31,2773,3,0,1.0,0.12,3,1.0,12,4,4.73,4.53,0.0974,0.0,0.0323,0.004,0.0974,0.0323,0.3895,0.1298,0.1535,0.147,0.25,0.065,-0.004
Aitor Paredes,Athletic Club,D S,La Liga,2024,23,1828,3,0,2.49,0.06,3,2.49,6,2,6.07,6.01,0.1477,0.0,0.1227,0.0028,0.1477,0.1227,0.2954,0.0985,0.2986,0.2958,0.5,0.025,-0.0028
Conor Gallagher,Atletico Madrid,M S,La Liga,2024,32,1637,3,3,3.0,1.31,3,3.0,23,12,7.9,4.44,0.1649,0.1649,0.165,0.0721,0.1649,0.165,1.2645,0.6597,0.4342,0.2443,0.1304,-0.0,0.0928
Randy Nteka,Rayo Vallecano,F S,La Liga,2024,24,1151,3,0,3.34,0.76,3,3.34,16,9,5.23,1.25,0.2346,0.0,0.2608,0.0598,0.2346,0.2608,1.2511,0.7037,0.4086,0.0979,0.1875,-0.0262,-0.0598
Jofre Carreras,Espanyol,D M S,La Liga,2024,37,2217,3,3,3.2,2.5,3,3.2,40,24,6.17,1.39,0.1218,0.1218,0.1297,0.1013,0.1218,0.1297,1.6238,0.9743,0.2505,0.0564,0.075,-0.008,0.0205
Javier Guerra,Valencia,F M S,La Liga,2024,36,2642,3,3,2.31,3.46,3,2.31,47,23,11.51,7.85,0.1022,0.1022,0.0787,0.1178,0.1022,0.0787,1.6011,0.7835,0.392,0.2674,0.0638,0.0235,-0.0156
Kike Salas,Sevilla,D S,La Liga,2024,31,2238,3,2,2.17,0.75,3,2.17,23,6,7.31,6.53,0.1206,0.0804,0.0875,0.0302,0.1206,0.0875,0.9249,0.2413,0.2938,0.2627,0.1304,0.0332,0.0502
Juan Latasa,Real Valladolid,F S,La Liga,2024,28,1376,3,0,4.55,0.58,3,4.55,40,12,6.72,2.8,0.1962,0.0,0.2976,0.0377,0.1962,0.2976,2.6163,0.7849,0.4394,0.183,0.075,-0.1014,-0.0377
Samuel Lino,Atletico Madrid,D F M S,La Liga,2024,31,1580,3,4,6.08,3.48,3,6.08,45,22,14.26,6.56,0.1709,0.2278,0.3465,0.198,0.1709,0.3465,2.5633,1.2532,0.8126,0.3739,0.0667,-0.1757,0.0299
Selim Amallah,Real Valladolid,F M S,La Liga,2024,24,1405,3,1,2.62,1.33,2,1.88,23,13,3.97,1.91,0.1922,0.0641,0.1678,0.0849,0.1281,0.1202,1.4733,0.8327,0.2543,0.1223,0.1304,0.0244,-0.0208
Javier Rodríguez,Celta Vigo,D S,La Liga,2024,36,2490,3,2,2.71,1.14,3,2.71,12,13,10.54,8.37,0.1084,0.0723,0.0981,0.0412,0.1084,0.0981,0.4337,0.4699,0.381,0.3026,0.25,0.0103,0.0311
Arda Güler,Real Madrid,F M S,La Liga,2024,28,1252,3,4,4.0,6.17,3,4.0,39,39,12.56,5.05,0.2157,0.2875,0.2875,0.4435,0.2157,0.2875,2.8035,2.8035,0.903,0.3628,0.0769,-0.0718,-0.156
Johnny Cardoso,Real Betis,M S,La Liga,2024,28,2147,3,1,2.67,0.73,3,2.67,19,9,8.91,7.16,0.1258,0.0419,0.112,0.0308,0.1258,0.112,0.7965,0.3773,0.3734,0.3003,0.1579,0.0137,0.0112
Seydouba Cissé,Leganes,M S,La Liga,2024,34,2494,3,1,2.29,0.88,3,2.29,24,17,8.08,5.43,0.1083,0.0361,0.0826,0.0318,0.1083,0.0826,0.8661,0.6135,0.2917,0.196,0.125,0.0256,0.0043
Diego García,Leganes,F M S,La Liga,2024,28,1171,3,0,4.4,0.26,3,4.4,29,6,4.55,0.91,0.2306,0.0,0.3383,0.0196,0.2306,0.3383,2.2289,0.4611,0.3495,0.0696,0.1034,-0.1077,-0.0196
Pedro Díaz,Rayo Vallecano,M S,La Liga,2024,26,1199,3,0,2.71,2.28,3,1.96,31,26,7.33,4.71,0.2252,0.0,0.2031,0.1713,0.2252,0.1473,2.3269,1.9516,0.5502,0.3536,0.0968,0.0221,-0.1713
Yáser Asprilla,Girona,F M S,La Liga,2024,27,1392,3,1,1.98,3.06,3,1.98,38,24,8.96,5.05,0.194,0.0647,0.1281,0.1978,0.194,0.1281,2.4569,1.5517,0.5791,0.3263,0.0789,0.0659,-0.1332
Orri Óskarsson,Real Sociedad,F S,La Liga,2024,23,929,3,0,5.61,0.17,3,5.61,19,5,5.7,0.03,0.2906,0.0,0.5439,0.0168,0.2906,0.5439,1.8407,0.4844,0.5519,0.0026,0.1579,-0.2533,-0.0168
Diego Llorente,Real Betis,D S,La Liga,2024,30,2521,2,0,1.84,0.37,2,1.84,11,6,9.07,8.72,0.0714,0.0,0.0659,0.0132,0.0714,0.0659,0.3927,0.2142,0.3237,0.3113,0.1818,0.0055,-0.0132
Luka Modric,Real Madrid,M S,La Liga,2024,35,1774,2,6,1.62,7.9,2,1.62,22,66,19.56,15.65,0.1015,0.3044,0.082,0.4007,0.1015,0.082,1.1161,3.3484,0.9922,0.7938,0.0909,0.0194,-0.0963
Pablo Fornals,Real Betis,M S,La Liga,2024,26,1876,2,0,1.94,3.07,2,1.94,23,36,13.26,9.02,0.0959,0.0,0.0932,0.1472,0.0959,0.0932,1.1034,1.7271,0.6363,0.4327,0.087,0.0028,-0.1472
Marc Bartra,Real Betis,D S,La Liga,2024,25,2101,2,1,1.37,0.14,2,1.37,18,4,6.17,5.69,0.0857,0.0428,0.0589,0.0061,0.0857,0.0589,0.7711,0.1713,0.2643,0.2439,0.1111,0.0268,0.0367
Marcos Llorente,Atletico Madrid,D M S,La Liga,2024,33,2515,2,4,0.68,3.79,2,0.68,16,28,14.1,11.85,0.0716,0.1431,0.0244,0.1358,0.0716,0.0244,0.5726,1.002,0.5045,0.4242,0.125,0.0472,0.0073
Pepelu,Valencia,M S,La Liga,2024,34,1691,2,1,1.95,2.57,0,0.47,14,31,5.42,5.0,0.1064,0.0532,0.1039,0.1368,0.0,0.0248,0.7451,1.6499,0.2884,0.2662,0.1429,0.0025,-0.0835
Raíllo,Mallorca,D,La Liga,2024,36,3211,2,0,2.8,1.89,2,2.8,35,13,7.87,6.53,0.0561,0.0,0.0784,0.0529,0.0561,0.0784,0.981,0.3644,0.2206,0.183,0.0571,-0.0224,-0.0529
Sergi Darder,Mallorca,M S,La Liga,2024,38,2811,2,6,1.89,4.96,2,1.89,36,54,10.42,7.29,0.064,0.1921,0.0604,0.1588,0.064,0.0604,1.1526,1.7289,0.3337,0.2334,0.0556,0.0036,0.0333
Djibril Sow,Sevilla,M S,La Liga,2024,30,2095,2,1,2.68,2.02,2,2.68,22,21,8.38,4.9,0.0859,0.043,0.1151,0.0867,0.0859,0.1151,0.9451,0.9021,0.3601,0.2105,0.0909,-0.0291,-0.0437
Iván Sánchez,Real Valladolid,F M S,La Liga,2024,32,1365,2,1,0.67,2.89,2,0.67,15,23,5.54,3.34,0.1319,0.0659,0.0439,0.1908,0.1319,0.0439,0.989,1.5165,0.3653,0.22,0.1333,0.088,-0.1249
Clement Lenglet,Atletico Madrid,D,La Liga,2024,23,1987,2,1,2.2,0.95,2,2.2,10,5,11.54,11.48,0.0906,0.0453,0.0995,0.0432,0.0906,0.0995,0.4529,0.2265,0.5229,0.5201,0.2,-0.0089,0.0021
Florian Lejeune,Rayo Vallecano,D,La Liga,2024,37,3329,2,3,3.58,1.93,2,3.58,58,15,12.01,11.12,0.0541,0.0811,0.0969,0.0523,0.0541,0.0969,1.568,0.4055,0.3247,0.3005,0.0345,-0.0428,0.0288
Marc Roca,Real Betis,M S,La Liga,2024,14,912,2,2,1.11,1.5,2,1.11,12,12,5.12,4.0,0.1974,0.1974,0.1093,0.1478,0.1974,0.1093,1.1842,1.1842,0.5051,0.3948,0.1667,0.0881,0.0496
Takuma Asano,Mallorca,F M S,La Liga,2024,21,1071,2,1,2.96,0.93,2,2.96,28,6,6.21,2.56,0.1681,0.084,0.2485,0.0782,0.1681,0.2485,2.3529,0.5042,0.5216,0.2148,0.0714,-0.0804,0.0058
Jules Koundé,Barcelona,D S,La Liga,2024,32,2606,2,3,2.74,4.13,2,2.74,18,32,24.1,20.27,0.0691,0.1036,0.0948,0.1428,0.0691,0.0948,0.6216,1.1051,0.8322,0.7002,0.1111,-0.0257,-0.0392
Romain Perraud,Real Betis,D S,La Liga,2024,28,2005,2,2,0.6,1.94,2,0.6,20,16,6.98,5.43,0.0898,0.0898,0.0268,0.0871,0.0898,0.0268,0.8978,0.7182,0.3135,0.2438,0.1,0.063,0.0026
Sergio Gómez,Real Sociedad,D F M S,La Liga,2024,37,2745,2,5,1.88,8.35,2,1.88,18,56,11.61,6.64,0.0656,0.1639,0.0616,0.2737,0.0656,0.0616,0.5902,1.8361,0.3808,0.2178,0.1111,0.004,-0.1097
Anuar Mohamed,Real Valladolid,D F M S,La Liga,2024,26,1748,2,0,2.26,1.19,2,2.26,11,8,6.02,2.98,0.103,0.0,0.1163,0.061,0.103,0.1163,0.5664,0.4119,0.3098,0.1537,0.1818,-0.0133,-0.061
Fran Beltrán,Celta Vigo,M S,La Liga,2024,34,2443,2,1,0.9,2.11,2,0.9,23,15,12.2,10.05,0.0737,0.0368,0.033,0.0777,0.0737,0.033,0.8473,0.5526,0.4494,0.3704,0.087,0.0407,-0.0408
Javi Sánchez,Real Valladolid,D,La Liga,2024,25,2050,2,0,0.52,0.48,2,0.52,11,6,4.5,4.43,0.0878,0.0,0.0229,0.0212,0.0878,0.0229,0.4829,0.2634,0.1975,0.1943,0.1818,0.0649,-0.0212
Andrei Ratiu,Rayo Vallecano,D M S,La Liga,2024,35,3066,2,3,2.14,5.58,2,2.14,31,36,16.21,10.54,0.0587,0.0881,0.0627,0.1639,0.0587,0.0627,0.91,1.0568,0.4759,0.3095,0.0645,-0.004,-0.0759
Martín Zubimendi,Real Sociedad,M S,La Liga,2024,36,2966,2,1,3.92,1.21,2,3.92,24,19,13.17,9.92,0.0607,0.0303,0.119,0.0368,0.0607,0.119,0.7283,0.5765,0.3995,0.3012,0.0833,-0.0583,-0.0065
Frenkie de Jong,Barcelona,M S,La Liga,2024,26,1105,2,2,1.02,2.3,2,1.02,5,21,11.64,8.72,0.1629,0.1629,0.0834,0.1876,0.1629,0.0834,0.4072,1.7104,0.9478,0.7098,0.4,0.0795,-0.0247
Sheraldo Becker,Real Sociedad,F M S,La Liga,2024,22,996,2,1,1.88,1.79,2,1.88,22,8,4.54,1.0,0.1807,0.0904,0.1702,0.1615,0.1807,0.1702,1.988,0.7229,0.4105,0.0905,0.0909,0.0105,-0.0711
Eric Garcia,Barcelona,D M S,La Liga,2024,29,1532,2,3,2.35,1.01,2,2.35,14,7,12.87,12.29,0.1175,0.1762,0.1383,0.0595,0.1175,0.1383,0.8225,0.4112,0.7563,0.722,0.1429,-0.0208,0.1168
Logan Costa,Villarreal,D S,La Liga,2024,32,2596,2,1,1.0,0.32,2,1.0,12,4,10.43,10.27,0.0693,0.0347,0.0345,0.0113,0.0693,0.0345,0.416,0.1387,0.3618,0.3562,0.1667,0.0348,0.0234
Javi Hernández,Leganes,D M S,La Liga,2024,31,2401,2,1,1.13,1.54,2,1.13,17,17,3.58,2.43,0.075,0.0375,0.0425,0.0579,0.075,0.0425,0.6372,0.6372,0.1341,0.091,0.1176,0.0325,-0.0204
